mondoid,name
MONDO:0012036,"systemic lupus erythematosus, susceptibility to, 4"
MONDO:0012037,"intellectual disability, autosomal recessive 3"
MONDO:0012038,speech-sound disorder
MONDO:0012039,"myocardial infarction, susceptibility to"
MONDO:0012040,inflammatory bowel disease 9
MONDO:0012041,MUTYH-related attenuated familial adenomatous polyposis
MONDO:0012042,"hirschsprung disease, susceptibility to, 8"
MONDO:0012043,Reis-Bucklers corneal dystrophy
MONDO:0012044,"corneal dystrophy, lattice type 3A"
MONDO:0012045,"myopia 5, autosomal dominant"
MONDO:0012046,"congenital corneal opacities, cornea guttata, and corectopia"
MONDO:0012047,"alopecia universalis congenita, 10Y gonadal dysgenesis, and laryngomalacia"
MONDO:0012048,endogenous depression
MONDO:0012049,orofaciodigital syndrome VII
MONDO:0012050,major depressive disorder 1
MONDO:0012051,"periodontitis, aggressive, 2"
MONDO:0012052,ALG1-CDG
MONDO:0012053,"aneurysm, intracranial berry, 2"
MONDO:0012054,schizophrenia 12
MONDO:0012055,Larsen-like osseous dysplasia-short stature syndrome
MONDO:0012056,Leber congenital amaurosis 9
MONDO:0012057,"legionnaire disease, susceptibility to"
MONDO:0012058,"myocardial infarction, susceptibility to, 2"
MONDO:0012059,"polydactyly, postaxial, type A4"
MONDO:0012060,autosomal recessive nonsyndromic deafness 35
MONDO:0012061,familial sick sinus syndrome
MONDO:0012062,dilated cardiomyopathy 1O
MONDO:0012063,ulnar/fibula ray defect-brachydactyly syndrome
MONDO:0012064,choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome
MONDO:0012065,obsolete Stevens-Johnson syndrome
MONDO:0012066,"atrial fibrillation, familial, 1"
MONDO:0012067,"asthma-related traits, susceptibility to, 2"
MONDO:0012068,"brachial palsy, familial congenital"
MONDO:0012069,keratoconus 3
MONDO:0012070,obsolete autosomal dominant Charcot-Marie-Tooth disease type 2G
MONDO:0012071,congenital generalized lipodystrophy type 1
MONDO:0012072,"familial partial lipodystrophy, Kobberling type"
MONDO:0012073,ribose-5-P isomerase deficiency
MONDO:0012074,mandibuloacral dysplasia with type B lipodystrophy
MONDO:0012075,oligodontia-cancer predisposition syndrome
MONDO:0012076,"midface hypoplasia, obesity, developmental delay, and neonatal hypotonia"
MONDO:0012077,amyotrophic lateral sclerosis type 8
MONDO:0012078,Joubert syndrome 3
MONDO:0012079,"asperger syndrome, susceptibility to, 2"
MONDO:0012080,"neuronopathy, distal hereditary motor, type 2B"
MONDO:0012081,15q11q13 microduplication syndrome
MONDO:0012082,"asperger syndrome, susceptibility to, 1"
MONDO:0012083,autosomal dominant nonsyndromic deafness 28
MONDO:0012084,aromatic L-amino acid decarboxylase deficiency
MONDO:0012085,primary ciliary dyskinesia 3
MONDO:0012086,autosomal dominant nonsyndromic deafness 31
MONDO:0012087,primary ciliary dyskinesia 4
MONDO:0012088,primary ciliary dyskinesia 5
MONDO:0012089,ichthyosis prematurity syndrome
MONDO:0012090,autosomal dominant nonsyndromic deafness 47
MONDO:0012091,autosomal recessive nonsyndromic deafness 32
MONDO:0012092,hereditary sensory and autonomic neuropathy type 5
MONDO:0012093,"prostate cancer, hereditary, 3"
MONDO:0012094,"prostate cancer, hereditary, 4"
MONDO:0012095,intellectual disability-brachydactyly-Pierre Robin syndrome
MONDO:0012096,Charcot-Marie-Tooth disease axonal type 2L
MONDO:0012097,"spondylocostal dysostosis 2, autosomal recessive"
MONDO:0012098,spinocerebellar ataxia type 20
MONDO:0012099,AICA-ribosiduria
MONDO:0012100,major depressive disorder 2
MONDO:0012101,"glaucoma 1, open angle, J"
MONDO:0012102,"glaucoma 1, open angle, K"
MONDO:0012103,spinocerebellar ataxia type 25
MONDO:0012104,acquired partial lipodystrophy
MONDO:0012105,granulomatosis with polyangiitis
MONDO:0012106,"microcephaly 5, primary, autosomal recessive"
MONDO:0012107,"neuropathy, hereditary sensory and autonomic, adult-onset, with anosmia"
MONDO:0012108,"spondyloepimetaphyseal dysplasia, matrilin-3 type"
MONDO:0012109,"hypertension, essential, susceptibility to, 4"
MONDO:0012110,growth delay due to insulin-like growth factor type 1 deficiency
MONDO:0012111,hypertrophic cardiomyopathy 8
MONDO:0012112,hypertrophic cardiomyopathy 10
MONDO:0012113,"epilepsy, idiopathic generalized, susceptibility to, 3"
MONDO:0012114,"Ehlers-Danlos syndrome, Beasley-Cohen type"
MONDO:0012115,"scoliosis, isolated, susceptibility to, 3"
MONDO:0012116,spinocerebellar ataxia type 8
MONDO:0012117,ALG9-CDG
MONDO:0012118,COG7-CDG
MONDO:0012119,"asperger syndrome, susceptibility to, 3"
MONDO:0012120,pyruvate dehydrogenase phosphatase deficiency
MONDO:0012121,otosclerosis 5
MONDO:0012122,moyamoya disease 3
MONDO:0012123,congenital disorder of glycosylation type 1E
MONDO:0012124,sudden infant death-dysgenesis of the testes syndrome
MONDO:0012125,hypomyelinating leukodystrophy 2
MONDO:0012126,familial avascular necrosis of femoral head
MONDO:0012127,autosomal recessive limb-girdle muscular dystrophy type 2J
MONDO:0012128,dextro-looped transposition of the great arteries 1
MONDO:0012129,"leukoencephalopathy, arthritis, colitis, and hypogammaglobulinema"
MONDO:0012130,myofibrillar myopathy 2
MONDO:0012131,"metaphyseal undermodeling, spondylar dysplasia, and overgrowth"
MONDO:0012132,"colorectal cancer, susceptibility to, 1"
MONDO:0012133,"lateral semicircular canal malformation, familial, with external and middle ear abnormalities"
MONDO:0012134,"myoclonic epilepsy, juvenile, susceptibility to, 3"
MONDO:0012135,"restless legs syndrome, susceptibility to, 2"
MONDO:0012136,"carnitine palmitoyl transferase II deficiency, neonatal form"
MONDO:0012137,Carney complex - trismus - pseudocamptodactyly syndrome
MONDO:0012138,muscular dystrophy-dystroglycanopathy type B6
MONDO:0012139,"macular dystrophy, retinal, 3"
MONDO:0012140,obsolete pulmonary function
MONDO:0012141,"orofacial cleft 6, susceptibility to"
MONDO:0012142,orofacial cleft 5
MONDO:0012143,hereditary cryohydrocytosis with reduced stomatin
MONDO:0012144,Waardenburg syndrome type 2D
MONDO:0012145,"macular degeneration, age-related, 3"
MONDO:0012146,familial hemophagocytic lymphohistiocytosis 3
MONDO:0012147,"coronary heart disease, susceptibility to, 5"
MONDO:0012148,"obsolete drug metabolism, poor, CYP2D6-related"
MONDO:0012149,"attention deficit-hyperactivity disorder, susceptibility to, 1"
MONDO:0012150,"attention deficit-hyperactivity disorder, susceptibility to, 2"
MONDO:0012151,"attention deficit-hyperactivity disorder, susceptibility to, 3"
MONDO:0012152,"attention deficit-hyperactivity disorder, susceptibility to, 4"
MONDO:0012153,Alzheimer disease 9
MONDO:0012154,myopia 6
MONDO:0012155,choanal atresia
MONDO:0012156,"myasthenic syndrome, congenital, 1B, fast-channel"
MONDO:0012157,congenital myasthenic syndrome 4C
MONDO:0012158,keratoconus 2
MONDO:0012159,lung cancer susceptibility 1
MONDO:0012160,spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
MONDO:0012161,susceptibility to respiratory infections associated with CD8alpha chain mutation
MONDO:0012162,patterned macular dystrophy 2
MONDO:0012163,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive"
MONDO:0012164,Meacham syndrome
MONDO:0012165,BNAR syndrome
MONDO:0012166,autosomal dominant sensory ataxia 1
MONDO:0012167,"atrial fibrillation, familial, 2"
MONDO:0012168,"dyslexia, susceptibility to, 8"
MONDO:0012169,premature ovarian failure 3
MONDO:0012170,autosomal recessive nonsyndromic deafness 36
MONDO:0012171,marfanoid habitus with situs inversus
MONDO:0012172,mitochondrial trifunctional protein deficiency
MONDO:0012173,long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
MONDO:0012174,peripheral cone dystrophy
MONDO:0012175,cataract 28
MONDO:0012176,Emanuel syndrome
MONDO:0012177,posterior column ataxia-retinitis pigmentosa syndrome
MONDO:0012178,"intellectual disability with optic atrophy, facial dysmorphism, microcephaly, and short stature"
MONDO:0012179,narcolepsy 3
MONDO:0012180,arrhythmogenic right ventricular dysplasia 9
MONDO:0012181,hereditary spastic paraplegia 27
MONDO:0012182,"skeletal dysplasia, rhizomelic, with retinitis pigmentosa"
MONDO:0012183,"melanoma, cutaneous malignant, susceptibility to, 3"
MONDO:0012184,Pierson syndrome
MONDO:0012185,"spondylometaphyseal dysplasia, A4 type"
MONDO:0012186,Fanconi anemia complementation group I
MONDO:0012187,Fanconi anemia complementation group J
MONDO:0012188,neuronal ceroid lipofuscinosis 9
MONDO:0012189,obsolete Amish infantile epilepsy syndrome
MONDO:0012190,nephrotic syndrome - deafness - pretibial epidermolysis bullosa syndrome
MONDO:0012191,hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
MONDO:0012192,permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome
MONDO:0012193,autosomal dominant limb-girdle muscular dystrophy type 1G
MONDO:0012194,"aneurysm, intracranial berry, 3"
MONDO:0012195,arthrogryposis-severe scoliosis syndrome
MONDO:0012196,autosomal dominant auditory neuropathy 1
MONDO:0012197,idiopathic aplastic anemia
MONDO:0012198,PCWH syndrome
MONDO:0012199,posterior polymorphous corneal dystrophy 2
MONDO:0012200,posterior polymorphous corneal dystrophy 3
MONDO:0012201,"obsolete tibia, bowing of, with pseudarthrosis and pectus excavatum"
MONDO:0012202,"malaria, mild, susceptibility to"
MONDO:0012203,familial hyperthyroidism due to mutations in TSH receptor
MONDO:0012204,familial pseudohyperkalemia
MONDO:0012205,autosomal dominant striatal neurodegeneration type 1
MONDO:0012206,"Czech dysplasia, metatarsal type"
MONDO:0012207,"umbilicus, familial flat"
MONDO:0012208,congenital reticular ichthyosiform erythroderma
MONDO:0012209,branchiogenic deafness syndrome
MONDO:0012210,"migraine with aura, susceptibility to, 7"
MONDO:0012211,MPDU1-CDG
MONDO:0012212,Loeys-Dietz syndrome 1
MONDO:0012213,hereditary spastic paraplegia 26
MONDO:0012214,glucocorticoid deficiency 3
MONDO:0012215,myofibrillar myopathy 3
MONDO:0012216,foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome
MONDO:0012217,Bruck syndrome 2
MONDO:0012218,"dandy-walker malformation with occipital cephalocele, autosomal dominant"
MONDO:0012219,"spondyloepiphyseal dysplasia tarda, autosomal recessive, Leroy-Spranger type"
MONDO:0012220,Griscelli syndrome type 3
MONDO:0012221,alpha-N-acetylgalactosaminidase deficiency type 1
MONDO:0012222,alpha-N-acetylgalactosaminidase deficiency type 2
MONDO:0012223,"hypotrichosis, progressive patterned scalp, with wiry hair, onycholysis, and cleft lip/palate"
MONDO:0012224,"febrile seizures, familial, 6"
MONDO:0012225,Senior-Loken syndrome 5
MONDO:0012226,"febrile seizures, familial, 5"
MONDO:0012227,myopia 7
MONDO:0012228,myopia 8
MONDO:0012229,myopia 9
MONDO:0012230,myopia 10
MONDO:0012231,Charcot-Marie-Tooth disease type 2A2
MONDO:0012232,"stuttering, familial persistent, 2"
MONDO:0012233,Li-Fraumeni syndrome 2
MONDO:0012234,obsolete LFS3
MONDO:0012235,autosomal recessive spinocerebellar ataxia 7
MONDO:0012236,keratoconus 4
MONDO:0012237,nemaline myopathy 6
MONDO:0012238,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2"
MONDO:0012239,nemaline myopathy 1
MONDO:0012240,nemaline myopathy 4
MONDO:0012241,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3"
MONDO:0012242,"syncope, familial vasovagal"
MONDO:0012243,"B-cell immunodeficiency, distal limb anomalies, and urogenital malformations"
MONDO:0012244,"prostate cancer, hereditary, 5"
MONDO:0012245,"developmental and epileptic encephalopathy, 3"
MONDO:0012246,spinocerebellar ataxia type 26
MONDO:0012247,spinocerebellar ataxia type 27
MONDO:0012248,autosomal recessive limb-girdle muscular dystrophy type 2K
MONDO:0012249,"colorectal cancer, hereditary nonpolyposis, type 2"
MONDO:0012250,Charcot-Marie-Tooth disease type 4H
MONDO:0012251,MEDNIK syndrome
MONDO:0012252,rhabdoid tumor predisposition syndrome 1
MONDO:0012253,"multiple epiphyseal dysplasia, with severe proximal femoral dysplasia"
MONDO:0012254,"multiple epiphyseal dysplasia, with miniepiphyses"
MONDO:0012255,chromosome 18 pericentric inversion
MONDO:0012256,hereditary spastic paraplegia 28
MONDO:0012257,Cerebrorenodigital syndrome
MONDO:0012258,epidermolysis bullosa simplex with circinate migratory erythema
MONDO:0012259,colloid cysts of third ventricle
MONDO:0012260,cataract 35
MONDO:0012261,"autism, susceptibility to, 6"
MONDO:0012262,"fibrosis of extraocular muscles, congenital, 3c"
MONDO:0012263,"autoimmune disease, susceptibility to, 4"
MONDO:0012264,preeclampsia/eclampsia 2
MONDO:0012265,preeclampsia/eclampsia 3
MONDO:0012266,preeclampsia/eclampsia 4
MONDO:0012267,holoprosencephaly 8
MONDO:0012268,AIDS
MONDO:0012269,chromosome 3q29 microdeletion syndrome
MONDO:0012270,Tukel syndrome
MONDO:0012271,mesoaxial synostotic syndactyly with phalangeal reduction
MONDO:0012272,"intellectual disability, keratoconus, febrile seizures, and sinoatrial block"
MONDO:0012273,autosomal recessive nonsyndromic deafness 48
MONDO:0012274,"acromesomelic dysplasia, Demirhan type"
MONDO:0012275,fetal valproate syndrome
MONDO:0012276,generalized epilepsy-paroxysmal dyskinesia syndrome
MONDO:0012277,myofibrillar myopathy 4
MONDO:0012278,"supranuclear palsy, progressive, 2"
MONDO:0012279,congenital muscular dystrophy merosin-positive
MONDO:0012280,Goldberg-Shprintzen megacolon syndrome
MONDO:0012281,"obsolete sarcoidosis, early-onset"
MONDO:0012282,Al-Gazali syndrome
MONDO:0012283,"cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss"
MONDO:0012284,"nephropathy, progressive, with deafness"
MONDO:0012285,left ventricular noncompaction 2
MONDO:0012286,"myopathy, autophagic vacuolar, infantile-onset"
MONDO:0012287,"Stickler syndrome, type I, nonsyndromic ocular"
MONDO:0012288,iridogoniodysgenesis and skeletal anomalies
MONDO:0012289,myofibrillar myopathy 5
MONDO:0012290,CEDNIK syndrome
MONDO:0012291,immunoglobulin A deficiency 2
MONDO:0012292,"hepatitis C virus, susceptibility to"
MONDO:0012293,autosomal recessive nonsyndromic deafness 23
MONDO:0012294,"obsolete drug metabolism, poor, Cyp2C19-related"
MONDO:0012295,complement component 5 deficiency
MONDO:0012296,lipomyelomeningocele
MONDO:0012297,SPOAN syndrome
MONDO:0012298,"omphalocele, diaphragmatic hernia, and radial ray defects"
MONDO:0012299,nanophthalmos 2
MONDO:0012300,"prostate cancer, hereditary, 6"
MONDO:0012301,"mitochondrial DNA depletion syndrome, myopathic form"
MONDO:0012302,parietal foramina 3
MONDO:0012303,"migraine with or without aura, susceptibility to, 8"
MONDO:0012304,photoparoxysmal response 2
MONDO:0012305,photoparoxysmal response 3
MONDO:0012306,"cardiomyopathy, familial restrictive, 2"
MONDO:0012307,"familial scaphocephaly syndrome, McGillivray type"
MONDO:0012308,Joubert syndrome with renal defect
MONDO:0012309,parietal foramina 2
MONDO:0012310,"fibrosis of extraocular muscles, congenital, with synergistic divergence"
MONDO:0012311,"spondylomegaepiphyseal dysplasia with upper limb mesomelia, punctate calcifications, and deafness"
MONDO:0012312,short QT syndrome type 1
MONDO:0012313,short QT syndrome type 2
MONDO:0012314,short QT syndrome type 3
MONDO:0012315,distal 10q deletion syndrome
MONDO:0012316,Majeed syndrome
MONDO:0012317,"visceral neuropathy, familial, autosomal dominant"
MONDO:0012318,"leukemia, chronic lymphocytic, susceptibility to, 1"
MONDO:0012319,major affective disorder 3
MONDO:0012320,"migraine, familial hemiplegic, 3"
MONDO:0012321,Alzheimer disease 10
MONDO:0012322,holoprosencephaly 5
MONDO:0012323,lethal acantholytic epidermolysis bullosa
MONDO:0012324,Frias syndrome
MONDO:0012325,Nguyen syndrome
MONDO:0012326,autosomal recessive nonsyndromic deafness 42
MONDO:0012327,autosomal recessive nonsyndromic deafness 46
MONDO:0012328,trichilemmal cyst
MONDO:0012329,short stature and Facioauriculothoracic malformations
MONDO:0012330,talo-patello-scaphoid osteolysis
MONDO:0012331,"migraine with aura, susceptibility to, 9"
MONDO:0012332,short stature-delayed bone age due to thyroid hormone metabolism deficiency
MONDO:0012333,autosomal recessive nonsyndromic deafness 53
MONDO:0012334,hereditary spastic paraplegia 29
MONDO:0012335,obesity due to pro-opiomelanocortin deficiency
MONDO:0012336,cataract 22 multiple types
MONDO:0012337,"glaucoma 1, open angle, I"
MONDO:0012338,"epilepsy, idiopathic generalized, susceptibility to, 4"
MONDO:0012339,"celiac disease, susceptibility to, 4"
MONDO:0012340,"celiac disease, susceptibility to, 2"
MONDO:0012341,"celiac disease, susceptibility to, 3"
MONDO:0012342,7q11.23 microduplication syndrome
MONDO:0012343,"aortic aneurysm, familial abdominal, 2"
MONDO:0012344,Alzheimer disease 11
MONDO:0012345,acral peeling skin syndrome
MONDO:0012346,"generalized epilepsy with febrile seizures plus, type 4"
MONDO:0012347,"hamartoma, Precalcaneal congenital fibrolipomatous"
MONDO:0012348,maturity-onset diabetes of the young type 8
MONDO:0012349,"spondylocostal dysostosis 3, autosomal recessive"
MONDO:0012350,complement factor H deficiency
MONDO:0012351,zygodactyly type 1
MONDO:0012352,"vasculitis, lymphocytic, cutaneous small vessel"
MONDO:0012353,"erythrocytosis, familial, 3"
MONDO:0012354,platelet-type bleeding disorder 8
MONDO:0012355,autosomal recessive nonsyndromic deafness 28
MONDO:0012356,glomerulocystic kidney disease with hyperuricemia and isosthenuria
MONDO:0012357,"glaucoma 1, open angle, G"
MONDO:0012358,"leprosy, susceptibility to, 1"
MONDO:0012359,combined immunodeficiency due to partial RAG1 deficiency
MONDO:0012360,congenital nongoitrous hypothryoidism 3
MONDO:0012361,"systemic lupus erythematosus, susceptibility to, 5"
MONDO:0012362,dilated cardiomyopathy 1P
MONDO:0012363,retinitis pigmentosa 32
MONDO:0012364,dilated cardiomyopathy 1Q
MONDO:0012365,gallbladder disease 2
MONDO:0012366,gallbladder disease 3
MONDO:0012367,retinitis pigmentosa 31
MONDO:0012368,aminoacylase 1 deficiency
MONDO:0012369,"systemic lupus erythematosus, susceptibility to, 6"
MONDO:0012370,autosomal recessive nonsyndromic deafness 51
MONDO:0012371,Noonan syndrome 3
MONDO:0012372,"obsolete hypertrichosis, hyperkeratosis, mental retardation, and distinctive facial features"
MONDO:0012373,"ectodermal dysplasia, sensorineural hearing loss, and distinctive facial features"
MONDO:0012374,"brachyphalangy, polydactyly, and tibial aplasia/hypoplasia"
MONDO:0012375,autosomal recessive nonsyndromic deafness 47
MONDO:0012376,autosomal recessive nonsyndromic deafness 55
MONDO:0012377,"asperger syndrome, susceptibility to, 4"
MONDO:0012378,"fibromatosis, gingival, 3"
MONDO:0012379,"asthma-related traits, susceptibility to, 3"
MONDO:0012380,autosomal dominant nonsyndromic deafness 53
MONDO:0012381,hyperinsulinism due to INSR deficiency
MONDO:0012382,"hyperinsulinemic hypoglycemia, familial, 4"
MONDO:0012383,primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency
MONDO:0012384,panic disorder 3
MONDO:0012385,"metaphyseal chondrodysplasia with cone-shaped epiphyses, normal hair, and normal hands"
MONDO:0012386,trichoscyphodysplasia
MONDO:0012387,osteosclerosis-ichthyosis-premature ovarian failure syndrome
MONDO:0012388,"myopia 11, autosomal dominant"
MONDO:0012389,"myopia 12, autosomal dominant"
MONDO:0012390,"arthrogryposis multiplex with deafness, inguinal hernias, and early death"
MONDO:0012391,neuronal ceroid lipofuscinosis 8 northern epilepsy variant
MONDO:0012392,2-methylbutyryl-CoA dehydrogenase deficiency
MONDO:0012393,congenital brain dysgenesis due to glutamine synthetase deficiency
MONDO:0012394,multiple synostoses syndrome 2
MONDO:0012395,cataract 18
MONDO:0012396,exercise-induced hyperinsulinism
MONDO:0012397,"brachydactyly, coloboma, and anterior segment dysgenesis"
MONDO:0012398,retinal cone dystrophy 3A
MONDO:0012399,complex cortical dysplasia with other brain malformations 7
MONDO:0012400,cortical dysplasia-focal epilepsy syndrome
MONDO:0012401,congenital stromal corneal dystrophy
MONDO:0012402,"opioid dependence, susceptibility to, 1"
MONDO:0012403,"systemic lupus erythematosus, susceptibility to, 7"
MONDO:0012404,"systemic lupus erythematosus, susceptibility to, 8"
MONDO:0012405,"polyposis syndrome, hereditary mixed, 2"
MONDO:0012406,hyperparathyroidism 3
MONDO:0012407,pyridoxal phosphate-responsive seizures
MONDO:0012408,"microphthalmia, isolated, with coloboma 3"
MONDO:0012409,isolated microphthalmia 2
MONDO:0012410,Finnish upper limb-onset distal myopathy
MONDO:0012411,giant axonal neuropathy 2
MONDO:0012412,complement component 7 deficiency
MONDO:0012413,syndromic microphthalmia type 5
MONDO:0012414,neuronal ceroid lipofuscinosis 10
MONDO:0012415,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4"
MONDO:0012416,Devriendt syndrome
MONDO:0012417,"heart-hand syndrome, Slovenian type"
MONDO:0012418,autosomal recessive nonsyndromic deafness 62
MONDO:0012419,age related macular degeneration 7
MONDO:0012420,autosomal recessive nonsyndromic deafness 49
MONDO:0012421,autosomal recessive nonsyndromic deafness 44
MONDO:0012422,type 1 diabetes mellitus 19
MONDO:0012423,MORM syndrome
MONDO:0012424,obsolete heat-shock RNA 1
MONDO:0012425,"corneal dystrophy, fuchs endothelial, 2"
MONDO:0012426,immunodeficiency 25
MONDO:0012427,Loeys-Dietz syndrome 2
MONDO:0012428,kyphoscoliosis 1
MONDO:0012429,Aicardi-Goutieres syndrome 2
MONDO:0012430,"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 2"
MONDO:0012431,diaphragmatic hernia 3
MONDO:0012432,Joubert syndrome 5
MONDO:0012433,Senior-Loken syndrome 6
MONDO:0012434,arrhythmogenic right ventricular dysplasia 10
MONDO:0012435,3-methylglutaconic aciduria type 5
MONDO:0012436,neonatal diabetes mellitus with congenital hypothyroidism
MONDO:0012437,cataract 21 multiple types
MONDO:0012438,pontocerebellar hypoplasia type 5
MONDO:0012439,Alagille syndrome due to a NOTCH2 point mutation
MONDO:0012440,"migraine with or without aura, susceptibility to, 10"
MONDO:0012441,"migraine with or without aura, susceptibility to, 11"
MONDO:0012442,autosomal recessive nonsyndromic deafness 66
MONDO:0012443,"aneurysm, intracranial berry, 4"
MONDO:0012444,neurodegeneration with brain iron accumulation 2B
MONDO:0012445,autosomal recessive nonsyndromic deafness 59
MONDO:0012446,seborrhea-like dermatitis with psoriasiform elements
MONDO:0012447,synpolydactyly type 3
MONDO:0012448,hereditary spastic paraplegia 33
MONDO:0012449,spinocerebellar ataxia type 23
MONDO:0012450,spinocerebellar ataxia type 28
MONDO:0012451,"esophagitis, eosinophilic, 1"
MONDO:0012452,autosomal recessive nonsyndromic deafness 65
MONDO:0012453,hereditary spastic paraplegia 31
MONDO:0012454,"alcohol sensitivity, acute"
MONDO:0012455,Kleefstra syndrome
MONDO:0012456,congenital primary aphakia
MONDO:0012457,"pyloric stenosis, infantile hypertrophic, 2"
MONDO:0012458,"hypertension, essential, susceptibility to, 5"
MONDO:0012459,"hypertension, essential, susceptibility to, 6"
MONDO:0012460,autosomal recessive nonsyndromic deafness 67
MONDO:0012461,"bulimia nervosa, susceptibility to, 2"
MONDO:0012462,autosomal recessive frontotemporal pachygyria
MONDO:0012463,retinitis pigmentosa 35
MONDO:0012464,cone-rod dystrophy 10
MONDO:0012465,hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency
MONDO:0012466,"Parkinson disease 13, autosomal dominant, susceptibility to"
MONDO:0012467,cold-induced sweating syndrome 2
MONDO:0012468,"rhizomelic dysplasia, scoliosis, and retinitis pigmentosa"
MONDO:0012469,myopia 14
MONDO:0012470,"prostate cancer, hereditary, 7"
MONDO:0012471,Aicardi-Goutieres syndrome 3
MONDO:0012472,Aicardi-Goutieres syndrome 4
MONDO:0012473,"right pulmonary artery, anomalous origin of, familial"
MONDO:0012474,autosomal dominant nocturnal frontal lobe epilepsy 4
MONDO:0012475,cone dystrophy with supernormal rod response
MONDO:0012476,hereditary spastic paraplegia 30
MONDO:0012477,retinitis pigmentosa 33
MONDO:0012478,orofacial cleft 9
MONDO:0012479,congenital malabsorptive diarrhea 4
MONDO:0012480,"diabetes mellitus, transient neonatal, 2"
MONDO:0012481,mevalonic aciduria
MONDO:0012482,"West Nile virus, susceptibility to"
MONDO:0012483,cone-rod dystrophy 11
MONDO:0012484,"prosopagnosia, hereditary"
MONDO:0012485,autosomal recessive nonsyndromic deafness 68
MONDO:0012486,"preauricular tag, isolated, autosomal dominant, 1"
MONDO:0012487,alopecia-intellectual disability syndrome 2
MONDO:0012488,"hepatitis B virus, susceptibility to"
MONDO:0012489,cataract 23
MONDO:0012490,"cone-rod synaptic disorder, congenital nonprogressive"
MONDO:0012491,"macroglobulinemia, Waldenstrom, 2"
MONDO:0012492,"restless legs syndrome, susceptibility to, 3"
MONDO:0012493,"restless legs syndrome, susceptibility to, 4"
MONDO:0012494,testicular microlithiasis
MONDO:0012495,"spondyloepimetaphyseal dysplasia, Genevieve type"
MONDO:0012496,Koolen de Vries syndrome
MONDO:0012497,congenital stationary night blindness autosomal dominant 3
MONDO:0012498,congenital stationary night blindness autosomal dominant 1
MONDO:0012499,"Buruli ulcer, susceptibility to"
MONDO:0012500,chilblain lupus 1
MONDO:0012501,mutagen sensitivity
MONDO:0012502,normophosphatemic familial tumoral calcinosis
MONDO:0012503,thiopurine S-methyltransferase deficiency
MONDO:0012504,camptodactyly-tall stature-scoliosis-hearing loss syndrome
MONDO:0012505,"pigmented nodular adrenocortical disease, primary, 2"
MONDO:0012506,arrhythmogenic right ventricular dysplasia 11
MONDO:0012507,retinal cone dystrophy 4
MONDO:0012508,agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome
MONDO:0012509,"pigmented nodular adrenocortical disease, primary, 1"
MONDO:0012510,combined oxidative phosphorylation defect type 2
MONDO:0012511,preterm premature rupture of the membranes
MONDO:0012512,fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3
MONDO:0012513,maturity-onset diabetes of the young type 7
MONDO:0012514,hypomyelinating leukodystrophy 5
MONDO:0012515,"glaucoma 1, open angle, M"
MONDO:0012516,mandibulofacial dysostosis-microcephaly syndrome
MONDO:0012517,atypical Gaucher disease due to saposin C deficiency
MONDO:0012518,congenital myasthenic syndrome 12
MONDO:0012519,Rubinstein-Taybi syndrome due to 16p13.3 microdeletion
MONDO:0012520,insulin-resistance syndrome type A
MONDO:0012521,herpes simplex encephalitis
MONDO:0012522,"diabetes mellitus, transient neonatal, 3"
MONDO:0012523,retinitis pigmentosa 36
MONDO:0012524,corticosterone methyloxidase type 2 deficiency
MONDO:0012525,Leber congenital amaurosis 12
MONDO:0012526,hereditary angioedema type 3
MONDO:0012527,cataract 11 multiple types
MONDO:0012528,hypogonadotropic hypogonadism 4 with or without anosmia
MONDO:0012529,Diamond-Blackfan anemia 3
MONDO:0012530,palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
MONDO:0012531,xeroderma pigmentosum group B
MONDO:0012532,hereditary hemorrhagic telangiectasia type 4
MONDO:0012533,"autism, susceptibility to, 7"
MONDO:0012534,combined oxidative phosphorylation defect type 4
MONDO:0012535,"holoprosencephaly, recurrent infections, and monocytosis"
MONDO:0012536,osteogenesis imperfecta type 7
MONDO:0012537,split-hand/foot malformation with long bone deficiency 2
MONDO:0012538,nemaline myopathy 7
MONDO:0012539,Joubert syndrome 6
MONDO:0012540,age related macular degeneration 4
MONDO:0012541,"deafness with labyrinthine aplasia, microtia, and microdontia"
MONDO:0012542,"psoriasis 8, susceptibility to"
MONDO:0012543,optic atrophy 5
