metabolite_id,metabolite_name
HMDB0007715,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
HMDB0007716,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:0/0:0)"
HMDB0007717,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z)/0:0)"
HMDB0007718,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z)/0:0)"
HMDB0007719,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z)/0:0)"
HMDB0007720,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:3(8Z,11Z,14Z)/0:0)"
HMDB0007721,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
HMDB0007722,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
HMDB0007723,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
HMDB0007724,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:0/0:0)"
HMDB0007725,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z)/0:0)"
HMDB0007726,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z)/0:0)"
HMDB0007727,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/0:0)"
HMDB0007728,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
HMDB0007729,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007730,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007731,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/24:0/0:0)"
HMDB0007732,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z)/0:0)"
HMDB0007733,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/14:0/0:0)"
HMDB0007734,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z)/0:0)"
HMDB0007735,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/15:0/0:0)"
HMDB0007736,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/0:0)"
HMDB0007737,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/0:0)"
HMDB0007738,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:0/0:0)"
HMDB0007739,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)"
HMDB0007740,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)"
HMDB0007741,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/0:0)"
HMDB0007742,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z)/0:0)"
HMDB0007743,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z)/0:0)"
HMDB0007744,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
HMDB0007745,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:0/0:0)"
HMDB0007746,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z)/0:0)"
HMDB0007747,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z)/0:0)"
HMDB0007748,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z)/0:0)"
HMDB0007749,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)/0:0)"
HMDB0007750,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
HMDB0007751,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
HMDB0007752,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
HMDB0007753,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:0/0:0)"
HMDB0007754,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z)/0:0)"
HMDB0007755,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)/0:0)"
HMDB0007756,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z)/0:0)"
HMDB0007757,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
HMDB0007758,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007759,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007760,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/24:0/0:0)"
HMDB0007761,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z)/0:0)"
HMDB0007762,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0/0:0)"
HMDB0007763,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z)/0:0)"
HMDB0007764,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0/0:0)"
HMDB0007765,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0/0:0)"
HMDB0007766,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/0:0)"
HMDB0007767,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0/0:0)"
HMDB0007768,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)"
HMDB0007769,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)"
HMDB0007770,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/0:0)"
HMDB0007771,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z)/0:0)"
HMDB0007772,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z)/0:0)"
HMDB0007773,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
HMDB0007774,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0/0:0)"
HMDB0007775,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:1(11Z)/0:0)"
HMDB0007776,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z)/0:0)"
HMDB0007777,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z)/0:0)"
HMDB0007778,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)/0:0)"
HMDB0007779,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
HMDB0007780,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
HMDB0007781,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
HMDB0007782,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0/0:0)"
HMDB0007783,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(13Z)/0:0)"
HMDB0007784,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)/0:0)"
HMDB0007785,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z)/0:0)"
HMDB0007786,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
HMDB0007787,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007788,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007789,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:0/0:0)"
HMDB0007790,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z)/0:0)"
HMDB0007791,DG(24:0/14:0/0:0)
HMDB0007792,DG(24:0/14:1(9Z)/0:0)
HMDB0007793,DG(24:0/15:0/0:0)
HMDB0007794,DG(24:0/16:0/0:0)
HMDB0007795,DG(24:0/16:1(9Z)/0:0)
HMDB0007796,DG(24:0/18:0/0:0)
HMDB0007797,DG(24:0/18:1(11Z)/0:0)
HMDB0007798,DG(24:0/18:1(9Z)/0:0)
HMDB0007799,"DG(24:0/18:2(9Z,12Z)/0:0)"
HMDB0007800,"DG(24:0/18:3(6Z,9Z,12Z)/0:0)"
HMDB0007801,"DG(24:0/18:3(9Z,12Z,15Z)/0:0)"
HMDB0007802,"DG(24:0/18:4(6Z,9Z,12Z,15Z)/0:0)"
HMDB0007803,DG(24:0/20:0/0:0)
HMDB0007804,DG(24:0/20:1(11Z)/0:0)
HMDB0007805,"DG(24:0/20:2(11Z,14Z)/0:0)"
HMDB0007806,"DG(24:0/20:3(5Z,8Z,11Z)/0:0)"
HMDB0007807,"DG(24:0/20:3(8Z,11Z,14Z)/0:0)"
HMDB0007808,"DG(24:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
HMDB0007809,"DG(24:0/20:4(8Z,11Z,14Z,17Z)/0:0)"
HMDB0007810,"DG(24:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
HMDB0007811,DG(24:0/22:0/0:0)
HMDB0007812,DG(24:0/22:1(13Z)/0:0)
HMDB0007813,"DG(24:0/22:2(13Z,16Z)/0:0)"
HMDB0007814,"DG(24:0/22:4(7Z,10Z,13Z,16Z)/0:0)"
HMDB0007815,"DG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
HMDB0007816,"DG(24:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007817,"DG(24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007818,DG(24:0/24:0/0:0)
HMDB0007819,DG(24:0/24:1(15Z)/0:0)
HMDB0007820,DG(24:1(15Z)/14:0/0:0)
HMDB0007821,DG(24:1(15Z)/14:1(9Z)/0:0)
HMDB0007822,DG(24:1(15Z)/15:0/0:0)
HMDB0007823,DG(24:1(15Z)/16:0/0:0)
HMDB0007824,DG(24:1(15Z)/16:1(9Z)/0:0)
HMDB0007825,DG(24:1(15Z)/18:0/0:0)
HMDB0007826,DG(24:1(15Z)/18:1(11Z)/0:0)
HMDB0007827,DG(24:1(15Z)/18:1(9Z)/0:0)
HMDB0007828,"DG(24:1(15Z)/18:2(9Z,12Z)/0:0)"
HMDB0007829,"DG(24:1(15Z)/18:3(6Z,9Z,12Z)/0:0)"
HMDB0007830,"DG(24:1(15Z)/18:3(9Z,12Z,15Z)/0:0)"
HMDB0007831,"DG(24:1(15Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
HMDB0007832,DG(24:1(15Z)/20:0/0:0)
HMDB0007833,DG(24:1(15Z)/20:1(11Z)/0:0)
HMDB0007834,"DG(24:1(15Z)/20:2(11Z,14Z)/0:0)"
HMDB0007835,"DG(24:1(15Z)/20:3(5Z,8Z,11Z)/0:0)"
HMDB0007836,"DG(24:1(15Z)/20:3(8Z,11Z,14Z)/0:0)"
HMDB0007837,"DG(24:1(15Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
HMDB0007838,"DG(24:1(15Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
HMDB0007839,"DG(24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
HMDB0007840,DG(24:1(15Z)/22:0/0:0)
HMDB0007841,DG(24:1(15Z)/22:1(13Z)/0:0)
HMDB0007842,"DG(24:1(15Z)/22:2(13Z,16Z)/0:0)"
HMDB0007843,"DG(24:1(15Z)/22:4(7Z,10Z,13Z,16Z)/0:0)"
HMDB0007844,"DG(24:1(15Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
HMDB0007845,"DG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007846,"DG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
HMDB0007847,DG(24:1(15Z)/24:0/0:0)
HMDB0007848,DG(24:1(15Z)/24:1(15Z)/0:0)
HMDB0011146,DG(O-16:0/18:0/0:0)
HMDB0011147,DG(O-18:0/2:0/0:0)
HMDB0055952,DG(14:0/0:0/14:0)
HMDB0055953,DG(14:0/0:0/15:0)
HMDB0055954,DG(14:0/0:0/16:0)
HMDB0055955,DG(14:0/0:0/18:0)
HMDB0055956,DG(14:0/0:0/20:0)
HMDB0055957,DG(14:0/0:0/22:0)
HMDB0055958,DG(14:0/0:0/24:0)
HMDB0055959,DG(14:0/0:0/14:1n5)
HMDB0055960,DG(14:0/0:0/16:1n7)
HMDB0055961,DG(14:0/0:0/18:1n7)
HMDB0055962,DG(14:0/0:0/18:1n9)
HMDB0055963,DG(14:0/0:0/20:1n9)
HMDB0055964,DG(14:0/0:0/20:3n9)
HMDB0055965,DG(14:0/0:0/22:1n9)
HMDB0055966,DG(14:0/0:0/24:1n9)
HMDB0055967,DG(14:0/0:0/18:2n6)
HMDB0055968,DG(14:0/0:0/18:3n6)
HMDB0055969,DG(14:0/0:0/20:2n6)
HMDB0055970,DG(14:0/0:0/20:3n6)
HMDB0055971,DG(14:0/0:0/20:4n6)
HMDB0055972,DG(14:0/0:0/22:2n6)
HMDB0055973,DG(14:0/0:0/22:4n6)
HMDB0055974,DG(14:0/0:0/22:5n6)
HMDB0055975,DG(14:0/0:0/18:3n3)
HMDB0055976,DG(14:0/0:0/18:4n3)
HMDB0055977,DG(14:0/0:0/20:4n3)
HMDB0055978,DG(14:0/0:0/20:5n3)
HMDB0055979,DG(14:0/0:0/22:5n3)
HMDB0055980,DG(14:0/0:0/22:6n3)
HMDB0055981,DG(15:0/0:0/15:0)
HMDB0055982,DG(15:0/0:0/16:0)
HMDB0055983,DG(15:0/0:0/18:0)
HMDB0055984,DG(15:0/0:0/20:0)
HMDB0055985,DG(15:0/0:0/22:0)
HMDB0055986,DG(15:0/0:0/24:0)
HMDB0055987,DG(15:0/0:0/14:1n5)
HMDB0055988,DG(15:0/0:0/16:1n7)
HMDB0055989,DG(15:0/0:0/18:1n7)
HMDB0055990,DG(15:0/0:0/18:1n9)
HMDB0055991,DG(15:0/0:0/20:1n9)
HMDB0055992,DG(15:0/0:0/20:3n9)
HMDB0055993,DG(15:0/0:0/22:1n9)
HMDB0055994,DG(15:0/0:0/24:1n9)
HMDB0055995,DG(15:0/0:0/18:2n6)
HMDB0055996,DG(15:0/0:0/18:3n6)
HMDB0055997,DG(15:0/0:0/20:2n6)
HMDB0055998,DG(15:0/0:0/20:3n6)
HMDB0055999,DG(15:0/0:0/20:4n6)
HMDB0056000,DG(15:0/0:0/22:2n6)
HMDB0056001,DG(15:0/0:0/22:4n6)
HMDB0056002,DG(15:0/0:0/22:5n6)
HMDB0056003,DG(15:0/0:0/18:3n3)
HMDB0056004,DG(15:0/0:0/18:4n3)
HMDB0056005,DG(15:0/0:0/20:4n3)
HMDB0056006,DG(15:0/0:0/20:5n3)
HMDB0056007,DG(15:0/0:0/22:5n3)
HMDB0056008,DG(15:0/0:0/22:6n3)
HMDB0056010,DG(16:0/0:0/18:0)
HMDB0056011,DG(16:0/0:0/20:0)
HMDB0056012,DG(16:0/0:0/22:0)
HMDB0056013,DG(16:0/0:0/24:0)
HMDB0056014,DG(16:0/0:0/14:1n5)
HMDB0056015,DG(16:0/0:0/16:1n7)
HMDB0056016,DG(16:0/0:0/18:1n7)
HMDB0056017,DG(16:0/0:0/18:1n9)
HMDB0056018,DG(16:0/0:0/20:1n9)
HMDB0056019,DG(16:0/0:0/20:3n9)
HMDB0056020,DG(16:0/0:0/22:1n9)
HMDB0056021,DG(16:0/0:0/24:1n9)
HMDB0056022,DG(16:0/0:0/18:2n6)
HMDB0056023,DG(16:0/0:0/18:3n6)
HMDB0056024,DG(16:0/0:0/20:2n6)
HMDB0056025,DG(16:0/0:0/20:3n6)
HMDB0056026,DG(16:0/0:0/20:4n6)
HMDB0056027,DG(16:0/0:0/22:2n6)
HMDB0056028,DG(16:0/0:0/22:4n6)
HMDB0056029,DG(16:0/0:0/22:5n6)
HMDB0056030,DG(16:0/0:0/18:3n3)
HMDB0056031,DG(16:0/0:0/18:4n3)
HMDB0056032,DG(16:0/0:0/20:4n3)
HMDB0056033,DG(16:0/0:0/20:5n3)
HMDB0056034,DG(16:0/0:0/22:5n3)
HMDB0056035,DG(16:0/0:0/22:6n3)
HMDB0056036,DG(18:0/0:0/18:0)
HMDB0056037,DG(18:0/0:0/20:0)
HMDB0056038,DG(18:0/0:0/22:0)
HMDB0056039,DG(18:0/0:0/24:0)
HMDB0056040,DG(18:0/0:0/14:1n5)
HMDB0056041,DG(18:0/0:0/16:1n7)
HMDB0056042,DG(18:0/0:0/18:1n7)
HMDB0056043,DG(18:0/0:0/18:1n9)
HMDB0056044,DG(18:0/0:0/20:1n9)
HMDB0056045,DG(18:0/0:0/20:3n9)
HMDB0056046,DG(18:0/0:0/22:1n9)
HMDB0056047,DG(18:0/0:0/24:1n9)
HMDB0056048,DG(18:0/0:0/18:2n6)
HMDB0056049,DG(18:0/0:0/18:3n6)
HMDB0056050,DG(18:0/0:0/20:2n6)
HMDB0056051,DG(18:0/0:0/20:3n6)
HMDB0056052,DG(18:0/0:0/20:4n6)
HMDB0056053,DG(18:0/0:0/22:2n6)
HMDB0056054,DG(18:0/0:0/22:4n6)
HMDB0056055,DG(18:0/0:0/22:5n6)
HMDB0056056,DG(18:0/0:0/18:3n3)
HMDB0056057,DG(18:0/0:0/18:4n3)
HMDB0056058,DG(18:0/0:0/20:4n3)
HMDB0056059,DG(18:0/0:0/20:5n3)
HMDB0056060,DG(18:0/0:0/22:5n3)
HMDB0056061,DG(18:0/0:0/22:6n3)
HMDB0056062,DG(20:0/0:0/20:0)
HMDB0056063,DG(20:0/0:0/22:0)
HMDB0056064,DG(20:0/0:0/24:0)
HMDB0056065,DG(20:0/0:0/14:1n5)
HMDB0056066,DG(20:0/0:0/16:1n7)
HMDB0056067,DG(20:0/0:0/18:1n7)
HMDB0056068,DG(20:0/0:0/18:1n9)
HMDB0056069,DG(20:0/0:0/20:1n9)
HMDB0056070,DG(20:0/0:0/20:3n9)
HMDB0056071,DG(20:0/0:0/22:1n9)
HMDB0056072,DG(20:0/0:0/24:1n9)
HMDB0056073,DG(20:0/0:0/18:2n6)
HMDB0056074,DG(20:0/0:0/18:3n6)
HMDB0056075,DG(20:0/0:0/20:2n6)
HMDB0056076,DG(20:0/0:0/20:3n6)
HMDB0056077,DG(20:0/0:0/20:4n6)
HMDB0056078,DG(20:0/0:0/22:2n6)
HMDB0056079,DG(20:0/0:0/22:4n6)
HMDB0056080,DG(20:0/0:0/22:5n6)
HMDB0056081,DG(20:0/0:0/18:3n3)
HMDB0056082,DG(20:0/0:0/18:4n3)
HMDB0056083,DG(20:0/0:0/20:4n3)
HMDB0056084,DG(20:0/0:0/20:5n3)
HMDB0056085,DG(20:0/0:0/22:5n3)
HMDB0056086,DG(20:0/0:0/22:6n3)
HMDB0056087,DG(22:0/0:0/22:0)
HMDB0056088,DG(22:0/0:0/24:0)
HMDB0056089,DG(22:0/0:0/14:1n5)
HMDB0056090,DG(22:0/0:0/16:1n7)
HMDB0056091,DG(22:0/0:0/18:1n7)
HMDB0056092,DG(22:0/0:0/18:1n9)
HMDB0056093,DG(22:0/0:0/20:1n9)
HMDB0056094,DG(22:0/0:0/20:3n9)
HMDB0056095,DG(22:0/0:0/22:1n9)
HMDB0056096,DG(22:0/0:0/24:1n9)
HMDB0056097,DG(22:0/0:0/18:2n6)
HMDB0056098,DG(22:0/0:0/18:3n6)
HMDB0056099,DG(22:0/0:0/20:2n6)
HMDB0056100,DG(22:0/0:0/20:3n6)
HMDB0056101,DG(22:0/0:0/20:4n6)
HMDB0056102,DG(22:0/0:0/22:2n6)
HMDB0056103,DG(22:0/0:0/22:4n6)
HMDB0056104,DG(22:0/0:0/22:5n6)
HMDB0056105,DG(22:0/0:0/18:3n3)
HMDB0056106,DG(22:0/0:0/18:4n3)
HMDB0056107,DG(22:0/0:0/20:4n3)
HMDB0056108,DG(22:0/0:0/20:5n3)
HMDB0056109,DG(22:0/0:0/22:5n3)
HMDB0056110,DG(22:0/0:0/22:6n3)
HMDB0056111,DG(24:0/0:0/24:0)
HMDB0056112,DG(24:0/0:0/14:1n5)
HMDB0056113,DG(24:0/0:0/16:1n7)
HMDB0056114,DG(24:0/0:0/18:1n7)
HMDB0056115,DG(24:0/0:0/18:1n9)
HMDB0056116,DG(24:0/0:0/20:1n9)
HMDB0056117,DG(24:0/0:0/20:3n9)
HMDB0056118,DG(24:0/0:0/22:1n9)
HMDB0056119,DG(24:0/0:0/24:1n9)
HMDB0056120,DG(24:0/0:0/18:2n6)
HMDB0056121,DG(24:0/0:0/18:3n6)
HMDB0056122,DG(24:0/0:0/20:2n6)
HMDB0056123,DG(24:0/0:0/20:3n6)
HMDB0056124,DG(24:0/0:0/20:4n6)
HMDB0056125,DG(24:0/0:0/22:2n6)
HMDB0056126,DG(24:0/0:0/22:4n6)
HMDB0056127,DG(24:0/0:0/22:5n6)
HMDB0056128,DG(24:0/0:0/18:3n3)
HMDB0056129,DG(24:0/0:0/18:4n3)
HMDB0056130,DG(24:0/0:0/20:4n3)
HMDB0056131,DG(24:0/0:0/20:5n3)
HMDB0056132,DG(24:0/0:0/22:5n3)
HMDB0056133,DG(24:0/0:0/22:6n3)
HMDB0056134,DG(14:1n5/0:0/14:1n5)
HMDB0056135,DG(14:1n5/0:0/16:1n7)
HMDB0056136,DG(14:1n5/0:0/18:1n7)
HMDB0056137,DG(14:1n5/0:0/18:1n9)
HMDB0056138,DG(14:1n5/0:0/20:1n9)
HMDB0056139,DG(14:1n5/0:0/20:3n9)
HMDB0056140,DG(14:1n5/0:0/22:1n9)
HMDB0056141,DG(14:1n5/0:0/24:1n9)
HMDB0056142,DG(14:1n5/0:0/18:2n6)
HMDB0056143,DG(14:1n5/0:0/18:3n6)
HMDB0056144,DG(14:1n5/0:0/20:2n6)
HMDB0056145,DG(14:1n5/0:0/20:3n6)
HMDB0056146,DG(14:1n5/0:0/20:4n6)
HMDB0056147,DG(14:1n5/0:0/22:2n6)
HMDB0056148,DG(14:1n5/0:0/22:4n6)
HMDB0056149,DG(14:1n5/0:0/22:5n6)
HMDB0056150,DG(14:1n5/0:0/18:3n3)
HMDB0056151,DG(14:1n5/0:0/18:4n3)
HMDB0056152,DG(14:1n5/0:0/20:4n3)
HMDB0056153,DG(14:1n5/0:0/20:5n3)
HMDB0056154,DG(14:1n5/0:0/22:5n3)
HMDB0056155,DG(14:1n5/0:0/22:6n3)
HMDB0056156,DG(16:1n7/0:0/16:1n7)
HMDB0056157,DG(16:1n7/0:0/18:1n7)
HMDB0056158,DG(16:1n7/0:0/18:1n9)
HMDB0056159,DG(16:1n7/0:0/20:1n9)
HMDB0056160,DG(16:1n7/0:0/20:3n9)
HMDB0056161,DG(16:1n7/0:0/22:1n9)
HMDB0056162,DG(16:1n7/0:0/24:1n9)
HMDB0056163,DG(16:1n7/0:0/18:2n6)
HMDB0056164,DG(16:1n7/0:0/18:3n6)
HMDB0056165,DG(16:1n7/0:0/20:2n6)
HMDB0056166,DG(16:1n7/0:0/20:3n6)
HMDB0056167,DG(16:1n7/0:0/20:4n6)
HMDB0056168,DG(16:1n7/0:0/22:2n6)
HMDB0056169,DG(16:1n7/0:0/22:4n6)
HMDB0056170,DG(16:1n7/0:0/22:5n6)
HMDB0056171,DG(16:1n7/0:0/18:3n3)
HMDB0056172,DG(16:1n7/0:0/18:4n3)
HMDB0056173,DG(16:1n7/0:0/20:4n3)
HMDB0056174,DG(16:1n7/0:0/20:5n3)
HMDB0056175,DG(16:1n7/0:0/22:5n3)
HMDB0056176,DG(16:1n7/0:0/22:6n3)
HMDB0056177,DG(18:1n7/0:0/18:1n7)
HMDB0056178,DG(18:1n7/0:0/18:1n9)
HMDB0056179,DG(18:1n7/0:0/20:1n9)
HMDB0056180,DG(18:1n7/0:0/20:3n9)
HMDB0056181,DG(18:1n7/0:0/22:1n9)
HMDB0056182,DG(18:1n7/0:0/24:1n9)
HMDB0056183,DG(18:1n7/0:0/18:2n6)
HMDB0056184,DG(18:1n7/0:0/18:3n6)
HMDB0056185,DG(18:1n7/0:0/20:2n6)
HMDB0056186,DG(18:1n7/0:0/20:3n6)
HMDB0056187,DG(18:1n7/0:0/20:4n6)
HMDB0056188,DG(18:1n7/0:0/22:2n6)
HMDB0056189,DG(18:1n7/0:0/22:4n6)
HMDB0056190,DG(18:1n7/0:0/22:5n6)
HMDB0056191,DG(18:1n7/0:0/18:3n3)
HMDB0056192,DG(18:1n7/0:0/18:4n3)
HMDB0056193,DG(18:1n7/0:0/20:4n3)
HMDB0056194,DG(18:1n7/0:0/20:5n3)
HMDB0056195,DG(18:1n7/0:0/22:5n3)
HMDB0056196,DG(18:1n7/0:0/22:6n3)
HMDB0056197,DG(18:1n9/0:0/18:1n9)
HMDB0056198,DG(18:1n9/0:0/20:1n9)
HMDB0056199,DG(18:1n9/0:0/20:3n9)
HMDB0056200,DG(18:1n9/0:0/22:1n9)
HMDB0056201,DG(18:1n9/0:0/24:1n9)
HMDB0056202,DG(18:1n9/0:0/18:2n6)
HMDB0056203,DG(18:1n9/0:0/18:3n6)
HMDB0056204,DG(18:1n9/0:0/20:2n6)
HMDB0056205,DG(18:1n9/0:0/20:3n6)
HMDB0056206,DG(18:1n9/0:0/20:4n6)
HMDB0056207,DG(18:1n9/0:0/22:2n6)
HMDB0056208,DG(18:1n9/0:0/22:4n6)
HMDB0056209,DG(18:1n9/0:0/22:5n6)
HMDB0056210,DG(18:1n9/0:0/18:3n3)
HMDB0056211,DG(18:1n9/0:0/18:4n3)
HMDB0056212,DG(18:1n9/0:0/20:4n3)
HMDB0056213,DG(18:1n9/0:0/20:5n3)
HMDB0056214,DG(18:1n9/0:0/22:5n3)
HMDB0056215,DG(18:1n9/0:0/22:6n3)
HMDB0056216,DG(20:1n9/0:0/20:1n9)
HMDB0056217,DG(20:1n9/0:0/20:3n9)
HMDB0056218,DG(20:1n9/0:0/22:1n9)
HMDB0056219,DG(20:1n9/0:0/24:1n9)
HMDB0056220,DG(20:1n9/0:0/18:2n6)
HMDB0056221,DG(20:1n9/0:0/18:3n6)
HMDB0056222,DG(20:1n9/0:0/20:2n6)
HMDB0056223,DG(20:1n9/0:0/20:3n6)
HMDB0056224,DG(20:1n9/0:0/20:4n6)
HMDB0056225,DG(20:1n9/0:0/22:2n6)
HMDB0056226,DG(20:1n9/0:0/22:4n6)
HMDB0056227,DG(20:1n9/0:0/22:5n6)
HMDB0056228,DG(20:1n9/0:0/18:3n3)
HMDB0056229,DG(20:1n9/0:0/18:4n3)
