protein_id,protein_name,drug_id,drug_name,act_type
18848,NU6M_HUMAN,1725,metformin,
10950,NDUB7_HUMAN,1725,metformin,
20265,NDUV2_HUMAN,1725,metformin,
19941,NDUS1_HUMAN,1725,metformin,
12623,NDUV1_HUMAN,1725,metformin,
20317,NDUA8_HUMAN,1725,metformin,
20288,NDUV3_HUMAN,1725,metformin,
20285,NDUA6_HUMAN,1725,metformin,
10951,NDUA5_HUMAN,1725,metformin,
20318,NDUA9_HUMAN,1725,metformin,
20157,NDUAB_HUMAN,1725,metformin,
20008,NDUF2_HUMAN,1725,metformin,
20320,NDUF3_HUMAN,1725,metformin,
19102,NUA4L_HUMAN,1725,metformin,
10953,NDUBB_HUMAN,1725,metformin,
20085,NDUF4_HUMAN,1725,metformin,
20055,NDUAD_HUMAN,1725,metformin,
20263,NDUAC_HUMAN,1725,metformin,
17295,CIA30_HUMAN,1725,metformin,
19082,NDUB9_HUMAN,1725,metformin,
15325,ACM3_HUMAN,1726,methacholine,
18529,OPRM_HUMAN,1728,methadone,Ki
18529,OPRM_HUMAN,1729,acetylmethadol,
8358,SC6A3_HUMAN,1732,methamphetamine,Ki
15379,ACM2_HUMAN,1736,methanthelinium,
15353,ACM4_HUMAN,1736,methanthelinium,
15312,ACM5_HUMAN,1736,methanthelinium,
15806,ACM1_HUMAN,1736,methanthelinium,
15325,ACM3_HUMAN,1736,methanthelinium,
1320,GBRP_HUMAN,1740,metharbital,
1035,GBRD_HUMAN,1740,metharbital,
1031,GBRA1_HUMAN,1740,metharbital,
1315,GBRB1_HUMAN,1740,metharbital,
1283,GBRG2_HUMAN,1740,metharbital,
1316,GBRB3_HUMAN,1740,metharbital,
1313,GBRA5_HUMAN,1740,metharbital,
1309,GBRA3_HUMAN,1740,metharbital,
2748,GBRA2_HUMAN,1740,metharbital,
2778,GBRB2_HUMAN,1740,metharbital,
1311,GBRA4_HUMAN,1740,metharbital,
1365,GBRE_HUMAN,1740,metharbital,
2776,GBRA6_HUMAN,1740,metharbital,
1282,GBRG1_HUMAN,1740,metharbital,
1036,GBRG3_HUMAN,1740,metharbital,
1323,GBRT_HUMAN,1740,metharbital,
13132,CAH2_HUMAN,1741,methazolamide,Ki
13070,CAH1_HUMAN,1741,methazolamide,Ki
13175,CAH4_HUMAN,1741,methazolamide,Ki
13454,CAH7_HUMAN,1741,methazolamide,Ki
6721,HRH1_HUMAN,1742,methdilazine,
10558,PERT_HUMAN,1745,thiamazole,IC50
13070,CAH1_HUMAN,1747,methocarbamol,Ki
1031,GBRA1_HUMAN,1748,methohexital,
1283,GBRG2_HUMAN,1748,methohexital,
1316,GBRB3_HUMAN,1748,methohexital,
15934,ADA1A_HUMAN,1753,methoxamine,EC50
15894,ADA1D_HUMAN,1753,methoxamine,EC50
15686,ADA1B_HUMAN,1753,methoxamine,Ki
1320,GBRP_HUMAN,1754,methoxyflurane,
1035,GBRD_HUMAN,1754,methoxyflurane,
1031,GBRA1_HUMAN,1754,methoxyflurane,
1315,GBRB1_HUMAN,1754,methoxyflurane,
1283,GBRG2_HUMAN,1754,methoxyflurane,
1316,GBRB3_HUMAN,1754,methoxyflurane,
1313,GBRA5_HUMAN,1754,methoxyflurane,
1309,GBRA3_HUMAN,1754,methoxyflurane,
2748,GBRA2_HUMAN,1754,methoxyflurane,
2778,GBRB2_HUMAN,1754,methoxyflurane,
1311,GBRA4_HUMAN,1754,methoxyflurane,
1365,GBRE_HUMAN,1754,methoxyflurane,
2776,GBRA6_HUMAN,1754,methoxyflurane,
1282,GBRG1_HUMAN,1754,methoxyflurane,
1036,GBRG3_HUMAN,1754,methoxyflurane,
1323,GBRT_HUMAN,1754,methoxyflurane,
17827,GLRA1_HUMAN,1754,methoxyflurane,
15806,ACM1_HUMAN,1757,methscopolamine,Ki
15325,ACM3_HUMAN,1757,methscopolamine,Ki
13062,CAC1G_HUMAN,1758,methsuximide,
2223,CAC1H_HUMAN,1758,methsuximide,
13063,CAC1I_HUMAN,1758,methsuximide,
8380,S12A3_HUMAN,1759,methylclothiazide,
15848,ADA2A_HUMAN,1762,methyldopa,
569,DRD1_HUMAN,1764,methylergometrine,Ki
18529,OPRM_HUMAN,1765,naltrexone,Ki
18386,OPRK_HUMAN,1765,naltrexone,Ki
18385,OPRD_HUMAN,1765,naltrexone,Ki
8206,SC6A2_HUMAN,1767,methylphenidate,Ki
8358,SC6A3_HUMAN,1767,methylphenidate,Ki
1184,GCR_HUMAN,1768,methylprednisolone,EC50
1184,GCR_HUMAN,1771,methylprednisolone succinate,
1031,GBRA1_HUMAN,1774,methyprylon,
1283,GBRG2_HUMAN,1774,methyprylon,
1316,GBRB3_HUMAN,1774,methyprylon,
16218,5HT2B_HUMAN,1775,methysergide,Ki
16165,5HT2C_HUMAN,1775,methysergide,Ki
15871,ADRB1_HUMAN,1779,metipranolol,
15277,ADRB2_HUMAN,1779,metipranolol,
16165,5HT2C_HUMAN,1780,metixene,
15806,ACM1_HUMAN,1780,metixene,
570,DRD2_HUMAN,1782,metoclopramide,Ki
16197,5HT3A_HUMAN,1782,metoclopramide,Ki
15369,5HT4R_HUMAN,1782,metoclopramide,EC50
8380,S12A3_HUMAN,1783,metolazone,
15871,ADRB1_HUMAN,1786,metoprolol,Ki
5428,TY3H_HUMAN,1792,metirosine,
8363,SCN5A_HUMAN,1794,mexiletine,IC50
8479,SCN4A_HUMAN,1794,mexiletine,IC50
4110,SCN2A_HUMAN,1794,mexiletine,IC50
8459,SCN9A_HUMAN,1794,mexiletine,Ki
8364,SCNAA_HUMAN,1794,mexiletine,IC50
15543,5HT2A_HUMAN,1796,mianserin,Ki
16218,5HT2B_HUMAN,1796,mianserin,Ki
16165,5HT2C_HUMAN,1796,mianserin,Ki
1031,GBRA1_HUMAN,1802,midazolam,Ki
1283,GBRG2_HUMAN,1802,midazolam,Ki
2778,GBRB2_HUMAN,1802,midazolam,Ki
1316,GBRB3_HUMAN,1802,midazolam,Ki
1313,GBRA5_HUMAN,1802,midazolam,Ki
1036,GBRG3_HUMAN,1802,midazolam,Ki
1309,GBRA3_HUMAN,1802,midazolam,Ki
15934,ADA1A_HUMAN,1803,midodrine,
1184,GCR_HUMAN,1805,mifepristone,IC50
9980,PRGR_HUMAN,1805,mifepristone,Ki
12341,MGA_HUMAN,1806,miglitol,Ki
12096,LYAG_HUMAN,1806,miglitol,IC50
173,CEGT_HUMAN,1807,miglustat,Ki
8449,SC6A4_HUMAN,1808,milnacipran,Ki
8206,SC6A2_HUMAN,1808,milnacipran,Ki
10461,PDE3A_HUMAN,1809,milrinone,IC50
15543,5HT2A_HUMAN,1816,mirtazapine,Ki
16165,5HT2C_HUMAN,1816,mirtazapine,Ki
10893,PE2R3_HUMAN,1817,misoprostol,Ki
13147,C11B1_HUMAN,1820,mitotane,
393,CP11A_HUMAN,1820,mitotane,
9079,TOP2A_HUMAN,1821,mitoxantrone,IC90
15345,ACHA_HUMAN,1822,mivacurium,
15678,ACHB_HUMAN,1822,mivacurium,
15266,ACHD_HUMAN,1822,mivacurium,
16037,AOFA_HUMAN,1825,moclobemide,Ki
8358,SC6A3_HUMAN,1826,modafinil,Ki
15580,ACE_HUMAN,1827,moexipril,IC50
570,DRD2_HUMAN,1830,molindone,IC50
15543,5HT2A_HUMAN,1830,molindone,Ki
1184,GCR_HUMAN,1832,mometasone furoate,Ki
14636,TYRO_HUMAN,1834,monobenzone,
13836,CLTR1_HUMAN,1836,montelukast,Ki
8363,SCN5A_HUMAN,1842,moracizine,
18529,OPRM_HUMAN,1845,morphine,EC50
18029,IMDH2_HUMAN,1860,mycophenolic acid,IC50
18080,IMDH1_HUMAN,1860,mycophenolic acid,IC50
207,CNR1_HUMAN,1862,nabilone,Ki
10808,PGH2_HUMAN,1863,nabumetone,
15871,ADRB1_HUMAN,1865,nadolol,Ki
15277,ADRB2_HUMAN,1865,nadolol,Ki
9592,TRY1_HUMAN,1867,nafamostat,IC50
12989,C1R_HUMAN,1867,nafamostat,IC50
7699,TRYB1_HUMAN,1867,nafamostat,IC50
18039,GNRHR_HUMAN,1868,nafarelin,Kd
18529,OPRM_HUMAN,1874,nalbuphine,Ki
18386,OPRK_HUMAN,1874,nalbuphine,Ki
18385,OPRD_HUMAN,1874,nalbuphine,Ki
18529,OPRM_HUMAN,1876,nalmefene,Kd
18386,OPRK_HUMAN,1876,nalmefene,Ki
18385,OPRD_HUMAN,1876,nalmefene,Kd
18529,OPRM_HUMAN,1878,naloxone,Ki
15965,ANDR_HUMAN,1879,nandrolone,
15965,ANDR_HUMAN,1881,nandrolone decanoate,
15965,ANDR_HUMAN,1882,nandrolone phenpropionate,EC50
10479,PGH1_HUMAN,1883,naproxen,IC50
10808,PGH2_HUMAN,1883,naproxen,IC50
16115,5HT1D_HUMAN,1884,naratriptan,EC50
15254,5HT1B_HUMAN,1884,naratriptan,Ki
16117,ABCC8_HUMAN,1886,nateglinide,Ki
19228,KCJ11_HUMAN,1886,nateglinide,Ki
15871,ADRB1_HUMAN,1887,nebivolol,Ki
15277,ADRB2_HUMAN,1887,nebivolol,Ki
8449,SC6A4_HUMAN,1890,nefazodone,Kd
8206,SC6A2_HUMAN,1890,nefazodone,Kd
15543,5HT2A_HUMAN,1890,nefazodone,Ki
15595,ACES_HUMAN,1897,neostigmine,IC50
10808,PGH2_HUMAN,1899,nepafenac,IC50
10479,PGH1_HUMAN,1899,nepafenac,IC50
13223,CAC1D_HUMAN,1909,nicardipine,
13073,CAC1C_HUMAN,1909,nicardipine,
15382,ACHB2_HUMAN,1920,nicotine,Ki
15568,ACHA4_HUMAN,1920,nicotine,Ki
13223,CAC1D_HUMAN,1922,nifedipine,IC50
15608,ABL1_HUMAN,1932,nilotinib,Kd
15965,ANDR_HUMAN,1933,nilutamide,IC50
13073,CAC1C_HUMAN,1937,nimodipine,
13223,CAC1D_HUMAN,1937,nimodipine,
13223,CAC1D_HUMAN,1942,nisoldipine,
13073,CAC1C_HUMAN,1942,nisoldipine,IC50
6694,HPPD_HUMAN,1944,nitisinone,IC50
1031,GBRA1_HUMAN,1945,nitrazepam,EC50
1283,GBRG2_HUMAN,1945,nitrazepam,EC50
2778,GBRB2_HUMAN,1945,nitrazepam,EC50
13223,CAC1D_HUMAN,1947,nitrendipine,IC50
3309,GCYB2_HUMAN,1948,nitric oxide,
17483,GCYA2_HUMAN,1948,nitric oxide,
3308,GCYA1_HUMAN,1948,nitric oxide,
17484,GCYB1_HUMAN,1948,nitric oxide,
3309,GCYB2_HUMAN,1952,glyceryl trinitrate,
17483,GCYA2_HUMAN,1952,glyceryl trinitrate,
3308,GCYA1_HUMAN,1952,glyceryl trinitrate,
17484,GCYB1_HUMAN,1952,glyceryl trinitrate,
6097,HRH2_HUMAN,1955,nizatidine,Kd
8206,SC6A2_HUMAN,1958,nomifensine,Ki
8358,SC6A3_HUMAN,1958,nomifensine,Ki
9980,PRGR_HUMAN,1959,norelgestromin,
15277,ADRB2_HUMAN,1960,norepinephrine,Kd
15848,ADA2A_HUMAN,1960,norepinephrine,Ki
15934,ADA1A_HUMAN,1960,norepinephrine,Ki
15387,ADA2C_HUMAN,1960,norepinephrine,Ki
15686,ADA1B_HUMAN,1960,norepinephrine,Ki
15871,ADRB1_HUMAN,1960,norepinephrine,Ki
15894,ADA1D_HUMAN,1960,norepinephrine,Ki
9980,PRGR_HUMAN,1962,norethisterone,ED50
9980,PRGR_HUMAN,1963,norethindrone acetate,ED50
9980,PRGR_HUMAN,1965,norethynodrel,
9980,PRGR_HUMAN,1968,norgestimate,
8449,SC6A4_HUMAN,1971,nortriptyline,Ki
8206,SC6A2_HUMAN,1971,nortriptyline,Kd
5055,SSR2_HUMAN,1980,octreotide,EC50
5056,SSR3_HUMAN,1980,octreotide,Ki
5060,SSR5_HUMAN,1980,octreotide,IC50
5057,SSR4_HUMAN,1980,octreotide,Ki
4993,SSR1_HUMAN,1980,octreotide,Ki
570,DRD2_HUMAN,1982,olanzapine,Ki
15543,5HT2A_HUMAN,1982,olanzapine,Ki
15898,AGTR1_HUMAN,1985,olmesartan medoxomil,IC50
6721,HRH1_HUMAN,1986,olopatadine,Ki
11868,LOX5_HUMAN,1988,olsalazine,
19023,PPARG_HUMAN,1988,olsalazine,
10479,PGH1_HUMAN,1988,olsalazine,
10808,PGH2_HUMAN,1988,olsalazine,
13904,ATP4A_HUMAN,1990,omeprazole,IC50
13905,ATP4B_HUMAN,1990,omeprazole,IC50
16197,5HT3A_HUMAN,1992,ondansetron,Ki
8363,SCN5A_HUMAN,1999,orphenadrine,IC50
6721,HRH1_HUMAN,1999,orphenadrine,Ki
8481,SCN1A_HUMAN,1999,orphenadrine,IC50
8479,SCN4A_HUMAN,1999,orphenadrine,Ki
8459,SCN9A_HUMAN,1999,orphenadrine,IC50
8364,SCNAA_HUMAN,1999,orphenadrine,IC50
15965,ANDR_HUMAN,2011,oxandrolone,
10808,PGH2_HUMAN,2013,oxaprozin,IC50
10479,PGH1_HUMAN,2013,oxaprozin,IC50
1031,GBRA1_HUMAN,2015,oxazepam,IC50
1283,GBRG2_HUMAN,2015,oxazepam,IC50
1316,GBRB3_HUMAN,2015,oxazepam,IC50
8363,SCN5A_HUMAN,2017,oxcarbazepine,
15806,ACM1_HUMAN,2026,oxyphencyclimine,
15325,ACM3_HUMAN,2026,oxyphencyclimine,
15871,ADRB1_HUMAN,2027,oxprenolol,Ki
15277,ADRB2_HUMAN,2027,oxprenolol,Ki
18529,OPRM_HUMAN,2029,oxycodone,Ki
15965,ANDR_HUMAN,2033,oxymetholone,
18529,OPRM_HUMAN,2034,oxymorphone,Ki
18386,OPRK_HUMAN,2034,oxymorphone,Ki
18385,OPRD_HUMAN,2034,oxymorphone,Ki
10479,PGH1_HUMAN,2036,oxyphenbutazone,
10808,PGH2_HUMAN,2036,oxyphenbutazone,
15806,ACM1_HUMAN,2039,oxyphenonium,
15325,ACM3_HUMAN,2039,oxyphenonium,
18664,OXYR_HUMAN,2042,oxytocin,Ki
16197,5HT3A_HUMAN,2046,palonosetron,Ki
5814,FPPS_HUMAN,2048,pamidronic acid,Ki
10479,PGH1_HUMAN,2050,aminosalicylic acid,
10808,PGH2_HUMAN,2050,aminosalicylic acid,
15345,ACHA_HUMAN,2052,pancuronium,IC50
15678,ACHB_HUMAN,2052,pancuronium,IC50
15266,ACHD_HUMAN,2052,pancuronium,IC50
13904,ATP4A_HUMAN,2054,pantoprazole,
13905,ATP4B_HUMAN,2054,pantoprazole,
13062,CAC1G_HUMAN,2059,paramethadione,
2223,CAC1H_HUMAN,2059,paramethadione,
13063,CAC1I_HUMAN,2059,paramethadione,
15970,AOFB_HUMAN,2065,pargyline,Ki
16037,AOFA_HUMAN,2065,pargyline,IC50
5290,VDR_HUMAN,2066,paricalcitol,EC50
8449,SC6A4_HUMAN,2068,paroxetine,Ki
5444,TYSY_HUMAN,2073,pemetrexed,IC50
1137,DYR_HUMAN,2073,pemetrexed,IC50
15871,ADRB1_HUMAN,2078,penbutolol,Ki
15277,ADRB2_HUMAN,2078,penbutolol,Ki
1031,GBRA1_HUMAN,2095,pentobarbital,EC50
1283,GBRG2_HUMAN,2095,pentobarbital,EC50
2778,GBRB2_HUMAN,2095,pentobarbital,EC50
1316,GBRB3_HUMAN,2095,pentobarbital,IC50
15384,ACHB4_HUMAN,2096,pentolonium,
15305,ACHA3_HUMAN,2096,pentolonium,
15780,ADA_HUMAN,2098,pentostatin,IC50
10541,PDE4B_HUMAN,2099,pentoxifylline,
15560,AA2BR_HUMAN,2099,pentoxifylline,Ki
10515,PDE5A_HUMAN,2099,pentoxifylline,
15580,ACE_HUMAN,2108,perindopril,IC50
570,DRD2_HUMAN,2112,perospirone,Ki
570,DRD2_HUMAN,2113,perphenazine,Ki
8481,SCN1A_HUMAN,2120,phenazopyridine,
8479,SCN4A_HUMAN,2120,phenazopyridine,
8214,SCN7A_HUMAN,2120,phenazopyridine,
8363,SCN5A_HUMAN,2120,phenazopyridine,
8459,SCN9A_HUMAN,2120,phenazopyridine,
4110,SCN2A_HUMAN,2120,phenazopyridine,
8369,SCN3A_HUMAN,2120,phenazopyridine,
8255,SCNBA_HUMAN,2120,phenazopyridine,
8483,SCN8A_HUMAN,2120,phenazopyridine,
8364,SCNAA_HUMAN,2120,phenazopyridine,
8206,SC6A2_HUMAN,2122,phendimetrazine,
8358,SC6A3_HUMAN,2122,phendimetrazine,
15970,AOFB_HUMAN,2123,phenelzine,Ki
16037,AOFA_HUMAN,2123,phenelzine,IC50
14169,VKOR1_HUMAN,2130,phenindione,
6721,HRH1_HUMAN,2132,pheniramine,
8206,SC6A2_HUMAN,2133,phenmetrazine,EC50
8358,SC6A3_HUMAN,2133,phenmetrazine,EC50
15848,ADA2A_HUMAN,2136,phenoxybenzamine,IC50
15934,ADA1A_HUMAN,2136,phenoxybenzamine,IC50
15360,ADA2B_HUMAN,2136,phenoxybenzamine,Ki
14169,VKOR1_HUMAN,2138,phenprocoumon,IC50
13062,CAC1G_HUMAN,2139,phensuximide,
2223,CAC1H_HUMAN,2139,phensuximide,
13063,CAC1I_HUMAN,2139,phensuximide,
8206,SC6A2_HUMAN,2140,phentermine,
15848,ADA2A_HUMAN,2142,phentolamine,Ki
15934,ADA1A_HUMAN,2142,phentolamine,Ki
15360,ADA2B_HUMAN,2142,phentolamine,Ki
15387,ADA2C_HUMAN,2142,phentolamine,Ki
15894,ADA1D_HUMAN,2142,phentolamine,Ki
15686,ADA1B_HUMAN,2142,phentolamine,Ki
10479,PGH1_HUMAN,2145,phenylbutazone,IC50
15934,ADA1A_HUMAN,2146,phenylephrine,Ki
15894,ADA1D_HUMAN,2146,phenylephrine,IC50
15686,ADA1B_HUMAN,2146,phenylephrine,Ki
15934,ADA1A_HUMAN,2149,phenylpropanolamine,
8363,SCN5A_HUMAN,2152,phenytoin,
8481,SCN1A_HUMAN,2152,phenytoin,
8369,SCN3A_HUMAN,2152,phenytoin,
8479,SCN4A_HUMAN,2152,phenytoin,Ki
8483,SCN8A_HUMAN,2152,phenytoin,
8459,SCN9A_HUMAN,2152,phenytoin,
4110,SCN2A_HUMAN,2152,phenytoin,IC50
15595,ACES_HUMAN,2159,physostigmine,IC50
10808,PGH2_HUMAN,2165,piketoprofen,
10479,PGH1_HUMAN,2165,piketoprofen,
15325,ACM3_HUMAN,2166,pilocarpine,EC50
6380,FKB1A_HUMAN,2168,pimecrolimus,Kd
570,DRD2_HUMAN,2172,pimozide,Ki
15575,ABCC9_HUMAN,2173,pinacidil,Ki
19228,KCJ11_HUMAN,2173,pinacidil,Ki
15871,ADRB1_HUMAN,2176,pindolol,Ki
15277,ADRB2_HUMAN,2176,pindolol,Ki
19023,PPARG_HUMAN,2179,pioglitazone,EC50
15345,ACHA_HUMAN,2183,pipecuronium,
15678,ACHB_HUMAN,2183,pipecuronium,
15266,ACHD_HUMAN,2183,pipecuronium,
570,DRD2_HUMAN,2193,pipotiazine palmitate,Ki
15277,ADRB2_HUMAN,2199,pirbuterol,
15806,ACM1_HUMAN,2200,pirenzepine,Ki
4556,S12A1_HUMAN,2201,piretanide,Kd
8379,S12A2_HUMAN,2201,piretanide,IC50
10808,PGH2_HUMAN,2210,piroxicam,IC50
10479,PGH1_HUMAN,2210,piroxicam,IC50
6025,HMDH_HUMAN,2214,pitavastatin,IC50
8380,S12A3_HUMAN,2228,polythiazide,A2
15595,ACES_HUMAN,2231,pralidoxime,Kd
570,DRD2_HUMAN,2233,pramipexole,EC50
6025,HMDH_HUMAN,2239,pravastatin,IC50
1031,GBRA1_HUMAN,2240,prazepam,
1283,GBRG2_HUMAN,2240,prazepam,
2778,GBRB2_HUMAN,2240,prazepam,
1184,GCR_HUMAN,2243,prednicarbate,
1184,GCR_HUMAN,2245,prednisolone,EC50
1184,GCR_HUMAN,2247,prednisolone acetate,
1184,GCR_HUMAN,2251,prednisolone tebutate,IC50
1184,GCR_HUMAN,2253,prednisone,EC50
13449,CA2D1_HUMAN,2255,pregabalin,IC50
8481,SCN1A_HUMAN,2265,prilocaine,IC50
4110,SCN2A_HUMAN,2265,prilocaine,IC50
8369,SCN3A_HUMAN,2265,prilocaine,IC50
1031,GBRA1_HUMAN,2267,primidone,
1283,GBRG2_HUMAN,2267,primidone,
2778,GBRB2_HUMAN,2267,primidone,
8499,S22A8_HUMAN,2268,probenecid,IC50
8232,S22AB_HUMAN,2268,probenecid,IC50
4075,S22A6_HUMAN,2268,probenecid,IC50
15632,ABCA1_HUMAN,2269,probucol,
8481,SCN1A_HUMAN,2270,procainamide,
8479,SCN4A_HUMAN,2270,procainamide,
8214,SCN7A_HUMAN,2270,procainamide,
8363,SCN5A_HUMAN,2270,procainamide,
8459,SCN9A_HUMAN,2270,procainamide,
4110,SCN2A_HUMAN,2270,procainamide,
8369,SCN3A_HUMAN,2270,procainamide,
8255,SCNBA_HUMAN,2270,procainamide,
8483,SCN8A_HUMAN,2270,procainamide,
8364,SCNAA_HUMAN,2270,procainamide,
8364,SCNAA_HUMAN,2271,procaine,
15277,ADRB2_HUMAN,2273,procaterol,EC50
570,DRD2_HUMAN,2274,prochlorperazine,Ki
14143,DRD3_HUMAN,2274,prochlorperazine,Ki
15806,ACM1_HUMAN,2276,procyclidine,Ki
9980,PRGR_HUMAN,2279,progesterone,ED50
570,DRD2_HUMAN,2284,promazine,Ki
15543,5HT2A_HUMAN,2284,promazine,Ki
6721,HRH1_HUMAN,2286,promethazine,Ki
8363,SCN5A_HUMAN,2291,propafenone,IC50
15871,ADRB1_HUMAN,2291,propafenone,Ki
15806,ACM1_HUMAN,2293,propantheline,Ki
15379,ACM2_HUMAN,2293,propantheline,Ki
15325,ACM3_HUMAN,2293,propantheline,Ki
8481,SCN1A_HUMAN,2294,proparacaine,IC50
4110,SCN2A_HUMAN,2294,proparacaine,IC50
8369,SCN3A_HUMAN,2294,proparacaine,IC50
8364,SCNAA_HUMAN,2294,proparacaine,
6721,HRH1_HUMAN,2298,propiomazine,
1031,GBRA1_HUMAN,2302,propofol,EC50
1283,GBRG2_HUMAN,2302,propofol,EC50
2778,GBRB2_HUMAN,2302,propofol,EC50
1316,GBRB3_HUMAN,2302,propofol,EC50
2748,GBRA2_HUMAN,2302,propofol,EC50
10558,PERT_HUMAN,2308,propylthiouracil,IC50
17621,IOD1_HUMAN,2308,propylthiouracil,
16555,TRFR_HUMAN,2316,protirelin,Ki
15277,ADRB2_HUMAN,2318,protokylol,
8449,SC6A4_HUMAN,2320,protriptyline,Ki
8206,SC6A2_HUMAN,2320,protriptyline,Ki
8206,SC6A2_HUMAN,2326,pseudoephedrine,
15595,ACES_HUMAN,2330,pyridostigmine,IC50
6721,HRH1_HUMAN,2331,mepyramine,Ki
1031,GBRA1_HUMAN,2336,quazepam,Ki
1315,GBRB1_HUMAN,2336,quazepam,Ki
1283,GBRG2_HUMAN,2336,quazepam,Ki
1309,GBRA3_HUMAN,2336,quazepam,Ki
2748,GBRA2_HUMAN,2336,quazepam,Ki
570,DRD2_HUMAN,2337,quetiapine,IC50
15543,5HT2A_HUMAN,2337,quetiapine,IC50
15580,ACE_HUMAN,2340,quinapril,IC50
767,ESR1_HUMAN,2342,quinestrol,
8380,S12A3_HUMAN,2343,quinethazone,
9980,PRGR_HUMAN,2345,quingestanol acetate,
8363,SCN5A_HUMAN,2346,quinidine,IC50
8481,SCN1A_HUMAN,2346,quinidine,IC50
4110,SCN2A_HUMAN,2346,quinidine,IC50
8369,SCN3A_HUMAN,2346,quinidine,IC50
13904,ATP4A_HUMAN,2350,rabeprazole,
13905,ATP4B_HUMAN,2350,rabeprazole,
767,ESR1_HUMAN,2351,raloxifene,IC50
1652,ESR2_HUMAN,2351,raloxifene,EC50
16434,TA2R_HUMAN,2354,ramatroban,Ki
19858,MTR1A_HUMAN,2355,ramelteon,Ki
20408,MTR1B_HUMAN,2355,ramelteon,Ki
15580,ACE_HUMAN,2356,ramipril,Ki
6097,HRH2_HUMAN,2358,ranitidine,Kd
8363,SCN5A_HUMAN,2359,ranolazine,IC50
15544,AA2AR_HUMAN,2362,regadenoson,EC50
18529,OPRM_HUMAN,2363,remifentanil,
570,DRD2_HUMAN,2365,remoxipride,IC50
16117,ABCC8_HUMAN,2366,repaglinide,Ki
19228,KCJ11_HUMAN,2366,repaglinide,Ki
14338,VMAT2_HUMAN,2369,rescinnamine,
14338,VMAT2_HUMAN,2370,reserpine,Ki
18080,IMDH1_HUMAN,2373,ribavirin,IC50
8363,SCN5A_HUMAN,2382,riluzole,
1184,GCR_HUMAN,2384,rimexolone,
5814,FPPS_HUMAN,2387,risedronic acid,Ki
570,DRD2_HUMAN,2389,risperidone,Ki
15543,5HT2A_HUMAN,2389,risperidone,Ki
15277,ADRB2_HUMAN,2390,ritodrine,EC50
15595,ACES_HUMAN,2392,rivastigmine,IC50
17341,CHLE_HUMAN,2392,rivastigmine,IC50
15254,5HT1B_HUMAN,2393,rizatriptan,Ki
16115,5HT1D_HUMAN,2393,rizatriptan,Ki
15345,ACHA_HUMAN,2396,rocuronium,IC50
15678,ACHB_HUMAN,2396,rocuronium,IC50
15266,ACHD_HUMAN,2396,rocuronium,IC50
10808,PGH2_HUMAN,2397,rofecoxib,IC50
570,DRD2_HUMAN,2402,ropinirole,Ki
8481,SCN1A_HUMAN,2403,ropivacaine,
4110,SCN2A_HUMAN,2403,ropivacaine,
8369,SCN3A_HUMAN,2403,ropivacaine,
8479,SCN4A_HUMAN,2403,ropivacaine,
8483,SCN8A_HUMAN,2403,ropivacaine,
8459,SCN9A_HUMAN,2403,ropivacaine,
8364,SCNAA_HUMAN,2403,ropivacaine,
8363,SCN5A_HUMAN,2403,ropivacaine,IC50
19023,PPARG_HUMAN,2405,rosiglitazone,EC50
6025,HMDH_HUMAN,2406,rosuvastatin,Ki
570,DRD2_HUMAN,2407,rotigotine,Ki
6721,HRH1_HUMAN,2413,rupatadine,IC50
15277,ADRB2_HUMAN,2419,salmeterol,Ki
15806,ACM1_HUMAN,2424,scopolamine,Ki
1031,GBRA1_HUMAN,2428,secobarbital,
1283,GBRG2_HUMAN,2428,secobarbital,
2778,GBRB2_HUMAN,2428,secobarbital,
15970,AOFB_HUMAN,2429,selegiline,Ki
5522,GHRHR_HUMAN,2433,sermorelin,
8449,SC6A4_HUMAN,2436,sertraline,Kd
1320,GBRP_HUMAN,2439,sevoflurane,
1035,GBRD_HUMAN,2439,sevoflurane,
1031,GBRA1_HUMAN,2439,sevoflurane,
1315,GBRB1_HUMAN,2439,sevoflurane,
1283,GBRG2_HUMAN,2439,sevoflurane,
1316,GBRB3_HUMAN,2439,sevoflurane,
1313,GBRA5_HUMAN,2439,sevoflurane,
1309,GBRA3_HUMAN,2439,sevoflurane,
2748,GBRA2_HUMAN,2439,sevoflurane,
2778,GBRB2_HUMAN,2439,sevoflurane,
1311,GBRA4_HUMAN,2439,sevoflurane,
1365,GBRE_HUMAN,2439,sevoflurane,
2776,GBRA6_HUMAN,2439,sevoflurane,
1282,GBRG1_HUMAN,2439,sevoflurane,
1036,GBRG3_HUMAN,2439,sevoflurane,
1323,GBRT_HUMAN,2439,sevoflurane,
17644,KCNK2_HUMAN,2439,sevoflurane,
17645,KCNK3_HUMAN,2439,sevoflurane,
17979,KCNK9_HUMAN,2439,sevoflurane,
17980,KCNKA_HUMAN,2439,sevoflurane,
17676,KCNKI_HUMAN,2439,sevoflurane,
17827,GLRA1_HUMAN,2439,sevoflurane,
8449,SC6A4_HUMAN,2440,sibutramine,Ki
8206,SC6A2_HUMAN,2440,sibutramine,Ki
8358,SC6A3_HUMAN,2440,sibutramine,Ki
10515,PDE5A_HUMAN,2441,sildenafil,IC50
6025,HMDH_HUMAN,2445,simvastatin,IC50
6380,FKB1A_HUMAN,2446,sirolimus,Kd
