"id","protein_id","tissue","gender","tpm","tpm_rank","tpm_rank_bysex","tpm_level","tpm_level_bysex","tpm_f","tpm_m","log2foldchange","tau","tau_bysex","uberon_id","id","dtype","protein_id","nhprotein_id","name","did","evidence","zscore","conf","description","reference","drug_name","log2foldchange","pvalue","score","source","O2S","S2O","mondoid"
1043363,13773,Brain - Cerebellar Hemisphere,F,3.483000,0.469,0.451,Medium,Medium,3.483000,3.192000,0.097,0.710,0.666,UBERON:0002245,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043364,13773,Brain - Cerebellar Hemisphere,M,3.192000,0.388,0.404,Medium,Medium,3.483000,3.192000,0.097,0.710,0.725,UBERON:0002245,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043365,13773,Brain - Cerebellum,F,3.165000,0.378,0.373,Medium,Medium,3.165000,3.620000,-0.150,0.710,0.666,UBERON:0002037,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043366,13773,Brain - Cerebellum,M,3.620000,0.490,0.511,Medium,Medium,3.165000,3.620000,-0.150,0.710,0.725,UBERON:0002037,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043367,13773,Brain - Cortex,F,1.421000,0.194,0.196,Low,Low,1.421000,1.526000,-0.061,0.710,0.666,UBERON:0000956,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043368,13773,Brain - Cortex,M,1.526000,0.235,0.255,Low,Medium,1.421000,1.526000,-0.061,0.710,0.725,UBERON:0000956,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043369,13773,Brain - Frontal Cortex (BA9),F,1.594000,0.265,0.255,Medium,Medium,1.594000,1.742000,-0.080,0.710,0.666,UBERON:0001870,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043370,13773,Brain - Frontal Cortex (BA9),M,1.742000,0.296,0.340,Medium,Medium,1.594000,1.742000,-0.080,0.710,0.725,UBERON:0001870,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043371,13773,Brain - Hippocampus,F,1.058000,0.092,0.059,Low,Low,1.058000,0.928000,0.094,0.710,0.666,UBERON:0022430,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043372,13773,Brain - Hippocampus,M,0.928000,0.051,0.064,Low,Low,1.058000,0.928000,0.094,0.710,0.725,UBERON:0022430,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043373,13773,Brain - Hypothalamus,F,1.537000,0.245,0.235,Low,Low,1.537000,1.596000,-0.033,0.710,0.666,UBERON:0001898,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043374,13773,Brain - Hypothalamus,M,1.596000,0.276,0.298,Medium,Medium,1.537000,1.596000,-0.033,0.710,0.725,UBERON:0001898,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043375,13773,Brain - Nucleus accumbens (basal ganglia),F,1.294000,0.153,0.137,Low,Low,1.294000,1.460000,-0.101,0.710,0.666,UBERON:0001882,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043376,13773,Brain - Nucleus accumbens (basal ganglia),M,1.460000,0.214,0.234,Low,Low,1.294000,1.460000,-0.101,0.710,0.725,UBERON:0001882,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043377,13773,Brain - Putamen (basal ganglia),F,0.842000,0.031,0.039,Low,Low,0.842000,1.016000,-0.130,0.710,0.666,UBERON:0001874,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043378,13773,Brain - Putamen (basal ganglia),M,1.016000,0.071,0.106,Low,Low,0.842000,1.016000,-0.130,0.710,0.725,UBERON:0001874,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043379,13773,Brain - Spinal cord (cervical c-1),F,1.489000,0.224,0.216,Low,Low,1.489000,1.381000,0.064,0.710,0.666,UBERON:0006469,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043380,13773,Brain - Spinal cord (cervical c-1),M,1.381000,0.173,0.191,Low,Low,1.489000,1.381000,0.064,0.710,0.725,UBERON:0006469,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043381,13773,Brain - Substantia nigra,F,1.334000,0.163,0.157,Low,Low,1.334000,1.056000,0.183,0.710,0.666,UBERON:0002038,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043382,13773,Brain - Substantia nigra,M,1.056000,0.082,0.128,Low,Low,1.334000,1.056000,0.183,0.710,0.725,UBERON:0002038,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043383,13773,Breast - Mammary Tissue,F,3.656000,0.500,0.490,Medium,Medium,3.656000,3.430000,0.072,0.710,0.666,UBERON:0001911,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043384,13773,Breast - Mammary Tissue,M,3.430000,0.449,0.468,Medium,Medium,3.656000,3.430000,0.072,0.710,0.725,UBERON:0001911,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043385,13773,Cells - EBV-transformed lymphocytes,F,4.314000,0.561,0.549,Medium,Medium,4.314000,4.598000,-0.075,0.710,0.666,,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043386,13773,Cells - EBV-transformed lymphocytes,M,4.598000,0.612,0.638,Medium,Medium,4.314000,4.598000,-0.075,0.710,0.725,,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043387,13773,Cells - Transformed fibroblasts,F,7.655000,0.939,0.922,High,High,7.655000,7.101000,0.095,0.710,0.666,,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043388,13773,Cells - Transformed fibroblasts,M,7.101000,0.878,0.894,High,High,7.655000,7.101000,0.095,0.710,0.725,,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043389,13773,Cervix - Ectocervix,F,5.871000,0.755,0.745,High,Medium,,,,0.710,0.666,,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043390,13773,Cervix - Endocervix,F,6.163000,0.776,0.784,High,High,,,,0.710,0.666,,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043391,13773,Colon - Sigmoid,F,6.672000,0.806,0.804,High,High,6.672000,6.532000,0.027,0.710,0.666,UBERON:0001159,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043392,13773,Colon - Sigmoid,M,6.532000,0.796,0.809,High,High,6.672000,6.532000,0.027,0.710,0.725,UBERON:0001159,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043393,13773,Colon - Transverse,F,3.263000,0.408,0.412,Medium,Medium,3.263000,3.014000,0.087,0.710,0.666,UBERON:0001157,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043394,13773,Colon - Transverse,M,3.014000,0.357,0.383,Medium,Medium,3.263000,3.014000,0.087,0.710,0.725,UBERON:0001157,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043395,13773,Esophagus - Gastroesophageal Junction,F,8.074000,0.969,0.980,High,High,8.074000,7.157000,0.154,0.710,0.666,UBERON:0007650,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043396,13773,Esophagus - Gastroesophageal Junction,M,7.157000,0.898,0.936,High,High,8.074000,7.157000,0.154,0.710,0.725,UBERON:0007650,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043397,13773,Esophagus - Mucosa,F,5.334000,0.735,0.725,Medium,Medium,5.334000,5.021000,0.073,0.710,0.666,UBERON:0002469,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043398,13773,Esophagus - Mucosa,M,5.021000,0.673,0.681,Medium,Medium,5.334000,5.021000,0.073,0.710,0.725,UBERON:0002469,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043399,13773,Esophagus - Muscularis,F,7.678000,0.949,0.941,High,High,7.678000,6.898000,0.136,0.710,0.666,UBERON:0004648,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043400,13773,Esophagus - Muscularis,M,6.898000,0.847,0.830,High,High,7.678000,6.898000,0.136,0.710,0.725,UBERON:0004648,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043401,13773,Fallopian Tube,F,6.119000,0.765,0.765,High,High,,,,0.710,0.666,UBERON:0003889,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043402,13773,Heart - Atrial Appendage,F,2.571000,0.337,0.333,Medium,Medium,2.571000,2.582000,-0.004,0.710,0.666,UBERON:0006618,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043403,13773,Heart - Atrial Appendage,M,2.582000,0.347,0.362,Medium,Medium,2.571000,2.582000,-0.004,0.710,0.725,UBERON:0006618,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043404,13773,Heart - Left Ventricle,F,2.149000,0.316,0.294,Medium,Medium,2.149000,1.543000,0.308,0.710,0.666,UBERON:0002084,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043405,13773,Heart - Left Ventricle,M,1.543000,0.255,0.277,Medium,Medium,2.149000,1.543000,0.308,0.710,0.725,UBERON:0002084,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043406,13773,Kidney - Cortex,F,2.465000,0.327,0.314,Medium,Medium,2.465000,1.422000,0.517,0.710,0.666,UBERON:0001225,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043407,13773,Kidney - Cortex,M,1.422000,0.204,0.213,Low,Low,2.465000,1.422000,0.517,0.710,0.725,UBERON:0001225,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043408,13773,Liver,F,1.157000,0.122,0.098,Low,Low,1.157000,0.983000,0.121,0.710,0.666,UBERON:0002107,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043409,13773,Liver,M,0.983000,0.061,0.085,Low,Low,1.157000,0.983000,0.121,0.710,0.725,UBERON:0002107,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043410,13773,Lung,F,3.221000,0.398,0.392,Medium,Medium,3.221000,3.354000,-0.045,0.710,0.666,UBERON:0002048,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043411,13773,Lung,M,3.354000,0.439,0.447,Medium,Medium,3.221000,3.354000,-0.045,0.710,0.725,UBERON:0002048,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043412,13773,Minor Salivary Gland,F,4.814000,0.633,0.608,Medium,Medium,4.814000,4.335000,0.124,0.710,0.666,UBERON:0001830,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043413,13773,Minor Salivary Gland,M,4.335000,0.571,0.596,Medium,Medium,4.814000,4.335000,0.124,0.710,0.725,UBERON:0001830,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043414,13773,Muscle - Skeletal,F,6.823000,0.837,0.863,High,High,6.823000,7.093000,-0.049,0.710,0.666,UBERON:0001134,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043415,13773,Muscle - Skeletal,M,7.093000,0.867,0.872,High,High,6.823000,7.093000,-0.049,0.710,0.725,UBERON:0001134,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043416,13773,Nerve - Tibial,F,4.424000,0.592,0.588,Medium,Medium,4.424000,4.745000,-0.083,0.710,0.666,UBERON:0001323,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043417,13773,Nerve - Tibial,M,4.745000,0.622,0.660,Medium,Medium,4.424000,4.745000,-0.083,0.710,0.725,UBERON:0001323,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043418,13773,Ovary,F,5.153000,0.704,0.686,Medium,Medium,,,,0.710,0.666,UBERON:0000992,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043419,13773,Pancreas,F,7.388000,0.913,0.892,High,High,7.388000,7.056000,0.058,0.710,0.666,UBERON:0001264,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043420,13773,Pancreas,M,7.056000,0.857,0.851,High,High,7.388000,7.056000,0.058,0.710,0.725,UBERON:0001264,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043421,13773,Pituitary,F,4.399000,0.582,0.569,Medium,Medium,4.399000,3.760000,0.182,0.710,0.666,UBERON:0000007,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043422,13773,Pituitary,M,3.760000,0.520,0.553,Medium,Medium,4.399000,3.760000,0.182,0.710,0.725,UBERON:0000007,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043423,13773,Prostate,M,5.489000,0.745,0.766,Medium,High,,,,0.710,0.725,UBERON:0002367,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043424,13773,Skin - Not Sun Exposed (Suprapubic),F,4.848000,0.643,0.627,Medium,Medium,4.848000,5.079000,-0.056,0.710,0.666,UBERON:0002097,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043425,13773,Skin - Not Sun Exposed (Suprapubic),M,5.079000,0.694,0.723,Medium,Medium,4.848000,5.079000,-0.056,0.710,0.725,UBERON:0002097,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043426,13773,Skin - Sun Exposed (Lower leg),F,4.863000,0.653,0.647,Medium,Medium,4.863000,5.275000,-0.098,0.710,0.666,UBERON:002097,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043427,13773,Skin - Sun Exposed (Lower leg),M,5.275000,0.714,0.745,Medium,Medium,4.863000,5.275000,-0.098,0.710,0.725,UBERON:002097,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043428,13773,Small Intestine - Terminal Ileum,F,3.143000,0.367,0.353,Medium,Medium,3.143000,3.471000,-0.110,0.710,0.666,UBERON:0002116,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043429,13773,Small Intestine - Terminal Ileum,M,3.471000,0.459,0.489,Medium,Medium,3.143000,3.471000,-0.110,0.710,0.725,UBERON:0002116,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043430,13773,Spleen,F,1.834000,0.306,0.275,Medium,Medium,1.834000,1.686000,0.077,0.710,0.666,UBERON:0002106,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043431,13773,Spleen,M,1.686000,0.286,0.319,Medium,Medium,1.834000,1.686000,0.077,0.710,0.725,UBERON:0002106,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043432,13773,Stomach,F,4.932000,0.663,0.667,Medium,Medium,4.932000,5.030000,-0.024,0.710,0.666,UBERON:0000945,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043433,13773,Stomach,M,5.030000,0.684,0.702,Medium,Medium,4.932000,5.030000,-0.024,0.710,0.725,UBERON:0000945,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043434,13773,Testis,M,6.512000,0.786,0.787,High,High,,,,0.710,0.725,UBERON:0000473,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043435,13773,Thyroid,F,4.187000,0.551,0.529,Medium,Medium,4.187000,4.588000,-0.107,0.710,0.666,UBERON:0002046,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043436,13773,Thyroid,M,4.588000,0.602,0.617,Medium,Medium,4.187000,4.588000,-0.107,0.710,0.725,UBERON:0002046,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043437,13773,Uterus,F,6.697000,0.816,0.824,High,High,,,,0.710,0.666,UBERON:0000995,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043438,13773,Vagina,F,5.282000,0.724,0.706,Medium,Medium,,,,0.710,0.666,UBERON:0000996,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043439,13773,Whole Blood,F,0.283000,0.020,0.020,Low,Low,0.283000,0.265000,0.020,0.710,0.666,UBERON:0000178,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1043440,13773,Whole Blood,M,0.265000,0.010,0.021,Low,Low,0.283000,0.265000,0.020,0.710,0.725,UBERON:0000178,398563,eRAM,13773,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
1647980,2647,Adipose - Subcutaneous,F,10.010000,0.755,0.745,High,Medium,10.010000,10.030000,-0.003,0.837,0.838,UBERON:0002190,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647981,2647,Adipose - Subcutaneous,M,10.030000,0.765,0.787,High,High,10.010000,10.030000,-0.003,0.837,0.824,UBERON:0002190,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647982,2647,Adipose - Visceral (Omentum),F,5.175000,0.622,0.588,Medium,Medium,5.175000,5.548000,-0.085,0.837,0.838,UBERON:0014454,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647983,2647,Adipose - Visceral (Omentum),M,5.548000,0.673,0.681,Medium,Medium,5.175000,5.548000,-0.085,0.837,0.824,UBERON:0014454,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647984,2647,Adrenal Gland,F,5.249000,0.633,0.608,Medium,Medium,5.249000,4.430000,0.203,0.837,0.838,UBERON:0002369,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647985,2647,Adrenal Gland,M,4.430000,0.480,0.511,Medium,Medium,5.249000,4.430000,0.203,0.837,0.824,UBERON:0002369,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647986,2647,Artery - Aorta,F,25.910000,0.949,0.941,High,High,25.910000,25.490000,0.023,0.837,0.838,UBERON:0000947,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647987,2647,Artery - Aorta,M,25.490000,0.929,0.936,High,High,25.910000,25.490000,0.023,0.837,0.824,UBERON:0000947,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647988,2647,Artery - Coronary,F,19.640000,0.888,0.882,High,High,19.640000,19.060000,0.041,0.837,0.838,UBERON:0001621,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647989,2647,Artery - Coronary,M,19.060000,0.878,0.894,High,High,19.640000,19.060000,0.041,0.837,0.824,UBERON:0001621,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647990,2647,Artery - Tibial,F,28.590000,0.969,0.980,High,High,28.590000,29.200000,-0.029,0.837,0.838,UBERON:0007610,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647991,2647,Artery - Tibial,M,29.200000,0.980,0.979,High,High,28.590000,29.200000,-0.029,0.837,0.824,UBERON:0007610,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647992,2647,Bladder,F,12.487000,0.806,0.804,High,High,12.487000,14.585000,-0.209,0.837,0.838,,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647993,2647,Bladder,M,14.585000,0.816,0.830,High,High,12.487000,14.585000,-0.209,0.837,0.824,,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647994,2647,Brain - Amygdala,F,4.138000,0.418,0.392,Medium,Medium,4.138000,4.014000,0.035,0.837,0.838,UBERON:0001876,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647995,2647,Brain - Amygdala,M,4.014000,0.388,0.404,Medium,Medium,4.138000,4.014000,0.035,0.837,0.824,UBERON:0001876,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647996,2647,Brain - Anterior cingulate cortex (BA24),F,3.774000,0.337,0.333,Medium,Medium,3.774000,3.882000,-0.032,0.837,0.838,UBERON:0009835,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647997,2647,Brain - Anterior cingulate cortex (BA24),M,3.882000,0.357,0.383,Medium,Medium,3.774000,3.882000,-0.032,0.837,0.824,UBERON:0009835,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647998,2647,Brain - Caudate (basal ganglia),F,4.211000,0.439,0.431,Medium,Medium,4.211000,4.115000,0.027,0.837,0.838,UBERON:0002420,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1647999,2647,Brain - Caudate (basal ganglia),M,4.115000,0.408,0.447,Medium,Medium,4.211000,4.115000,0.027,0.837,0.824,UBERON:0002420,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648000,2647,Brain - Cerebellar Hemisphere,F,5.437000,0.653,0.647,Medium,Medium,5.437000,4.618000,0.196,0.837,0.838,UBERON:0002245,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648001,2647,Brain - Cerebellar Hemisphere,M,4.618000,0.500,0.553,Medium,Medium,5.437000,4.618000,0.196,0.837,0.824,UBERON:0002245,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648002,2647,Brain - Cerebellum,F,4.955000,0.561,0.510,Medium,Medium,4.955000,4.305000,0.167,0.837,0.838,UBERON:0002037,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648003,2647,Brain - Cerebellum,M,4.305000,0.469,0.489,Medium,Medium,4.955000,4.305000,0.167,0.837,0.824,UBERON:0002037,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648004,2647,Brain - Cortex,F,3.463000,0.265,0.255,Medium,Medium,3.463000,3.493000,-0.010,0.837,0.838,UBERON:0000956,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648005,2647,Brain - Cortex,M,3.493000,0.276,0.298,Medium,Medium,3.463000,3.493000,-0.010,0.837,0.824,UBERON:0000956,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648006,2647,Brain - Frontal Cortex (BA9),F,4.246000,0.449,0.451,Medium,Medium,4.246000,4.558000,-0.083,0.837,0.838,UBERON:0001870,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648007,2647,Brain - Frontal Cortex (BA9),M,4.558000,0.490,0.532,Medium,Medium,4.246000,4.558000,-0.083,0.837,0.824,UBERON:0001870,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648008,2647,Brain - Hippocampus,F,3.682000,0.306,0.294,Medium,Medium,3.682000,3.813000,-0.040,0.837,0.838,UBERON:0022430,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
1648009,2647,Brain - Hippocampus,M,3.813000,0.347,0.362,Medium,Medium,3.682000,3.813000,-0.040,0.837,0.824,UBERON:0022430,398564,eRAM,2647,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human,,,MONDO:0020121
