"protein_id","protein_name","drug_id","drug_name","act_type","act_value"
13343,BRAF_HUMAN,4801,dabrafenib,IC50,9.15490150
19797,MP2K1_HUMAN,4802,trametinib,IC50,8.74472700
11729,MP2K2_HUMAN,4802,trametinib,IC50,9.03621200
18144,GLP1R_HUMAN,4815,lixisenatide,IC50,8.84466362
11527,KLKB1_HUMAN,4839,aprotinin,,
10142,PLMN_HUMAN,4839,aprotinin,IC50,6.80000000
17582,HDAC5_HUMAN,4876,belinostat,Ki,7.60000000
6248,HDAC2_HUMAN,4876,belinostat,Ki,9.07000000
6169,HDAC1_HUMAN,4876,belinostat,Ki,9.07000000
17781,HDAC3_HUMAN,4876,belinostat,Ki,8.82000000
6166,HDAC6_HUMAN,4876,belinostat,Ki,8.80000000
6240,HDAC7_HUMAN,4876,belinostat,Ki,7.29000000
17572,HDAC8_HUMAN,4876,belinostat,Ki,7.66000000
6245,HDAC9_HUMAN,4876,belinostat,Ki,7.62000000
17570,HDA10_HUMAN,4876,belinostat,Ki,7.23000000
6242,HDA11_HUMAN,4876,belinostat,Ki,7.57000000
13234,ANT3_HUMAN,4879,enoxaparin sodium,,
10475,PGFRB_HUMAN,4903,nintedanib,Kd,7.82000000
6618,FGFR3_HUMAN,4903,nintedanib,Kd,7.03000000
6489,FGFR2_HUMAN,4903,nintedanib,Kd,6.46000000
6492,FGFR4_HUMAN,4903,nintedanib,Kd,5.74000000
15847,ACTHR_HUMAN,4931,corticotropin,,
12386,LSHR_HUMAN,5149,choriogonadotropin alfa,,
5290,VDR_HUMAN,5169,eldecalcitol,,
2926,CD3E_HUMAN,5177,muromonab-CD3,,
2429,CD3G_HUMAN,5177,muromonab-CD3,,
2924,CD3D_HUMAN,5177,muromonab-CD3,,
5719,IL2RA_HUMAN,5484,teceleukin,,
5685,IL2RB_HUMAN,5484,teceleukin,,
6961,IL2RG_HUMAN,5484,teceleukin,,
11964,LIPP_HUMAN,4886,cetilistat,IC50,8.22548294
14627,XDH_HUMAN,4888,topiroxostat,IC50,8.27572441
8304,SC5A2_HUMAN,4890,ipragliflozin,IC50,8.13194370
8304,SC5A2_HUMAN,4891,luseogliflozin,IC50,8.64589119
8304,SC5A2_HUMAN,4892,tofogliflozin,IC50,8.53760242
696,DPP4_HUMAN,4895,teneligliptin,IC50,9.43179798
696,DPP4_HUMAN,4896,anagliptin,IC50,8.42021656
5998,GUC2C_HUMAN,4622,linaclotide,Ki,8.90657806
3579,OX1R_HUMAN,4881,suvorexant,Ki,9.25963688
18304,OX2R_HUMAN,4881,suvorexant,Ki,9.45593166
15731,ADRB3_HUMAN,4382,mirabegron,EC50,7.64975214
15882,ALK_HUMAN,4866,ceritinib,IC50,9.69896984
10488,PAR1_HUMAN,4870,vorapaxar,Ki,8.09151459
173,CEGT_HUMAN,4834,eliglustat,IC50,6.82681370
8449,SC6A4_HUMAN,4864,levomilnacipran,Ki,7.95078182
8206,SC6A2_HUMAN,4864,levomilnacipran,Ki,7.03526926
10402,PDE4D_HUMAN,4829,apremilast,IC50,7.13076830
8304,SC5A2_HUMAN,4830,empagliflozin,Kd,7.24412537
10566,PF2R_HUMAN,2716,travoprost,Ki,7.28399658
19858,MTR1A_HUMAN,4820,tasimelteon,Ki,9.44999981
20408,MTR1B_HUMAN,4820,tasimelteon,Ki,9.80000019
15277,ADRB2_HUMAN,4814,olodaterol,Ki,9.14000034
15325,ACM3_HUMAN,4816,umeclidinium,Ki,10.22184849
17484,GCYB1_HUMAN,4807,riociguat,MEC,7.52287865
17480,EDNRA_HUMAN,4809,macitentan,IC50,9.30103016
17481,EDNRB_HUMAN,4809,macitentan,IC50,6.40782309
13383,BTK_HUMAN,4810,ibrutinib,Ki,9.14266777
6151,HDAC4_HUMAN,4876,belinostat,IC50,7.56863642
10164,PK3CD_HUMAN,4878,idelalisib,IC50,8.60206032
1457,FA10_HUMAN,4897,edoxaban,Ki,9.25181198
19114,NK1R_HUMAN,4898,netupitant,Ki,9.02227592
18316,P2RY2_HUMAN,4900,diquafosol,EC50,7.46852112
19284,KCNA5_HUMAN,4365,vernakalant,IC50,4.87451887
15325,ACM3_HUMAN,4902,imidafenacin,Kb,9.49894047
15139,VGFR1_HUMAN,4903,nintedanib,IC50,6.98296642
15140,VGFR2_HUMAN,4903,nintedanib,IC50,8.30103016
5362,VGFR3_HUMAN,4903,nintedanib,IC50,8.30103016
10102,PGFRA_HUMAN,4903,nintedanib,IC50,7.74472761
6463,FGFR1_HUMAN,4903,nintedanib,IC50,7.42021656
7721,TNNC1_HUMAN,1576,levosimendan,Kd,3.15490198
15898,AGTR1_HUMAN,4906,fimasartan,IC50,9.37675095
8479,SCN4A_HUMAN,2167,pilsicainide,IC50,4.37675095
10778,PARP2_HUMAN,4907,olaparib,IC50,9.00000000
10776,PARP1_HUMAN,4907,olaparib,IC50,8.30103016
10304,RENI_HUMAN,4696,remikiren,IC50,9.15490150
13167,CA2D2_HUMAN,1264,gabapentin,IC50,6.92811823
13167,CA2D2_HUMAN,2255,pregabalin,IC50,7.25963736
13449,CA2D1_HUMAN,4177,gabapentin enacarbil,,
13167,CA2D2_HUMAN,4177,gabapentin enacarbil,,
17341,CHLE_HUMAN,2551,tacrine,IC50,7.30103016
15580,ACE_HUMAN,798,delapril,Ki,9.97000027
10515,PDE5A_HUMAN,4141,udenafil,IC50,8.08354568
15934,ADA1A_HUMAN,1873,naftopidil,Ki,8.43179798
15894,ADA1D_HUMAN,1873,naftopidil,Ki,8.92081833
15686,ADA1B_HUMAN,1873,naftopidil,Ki,7.69896984
18529,OPRM_HUMAN,3713,ciramadol,,
570,DRD2_HUMAN,388,blonanserin,Ki,9.85387230
15543,"5HT2A_HUMAN",388,blonanserin,Ki,9.09151459
13085,CALCR_HUMAN,2236,pramlintide,EC50,8.64000034
10198,RAMP2_HUMAN,2236,pramlintide,EC50,8.64000034
11327,KPCD_HUMAN,4226,ingenol mebutate,EC50,8.32790184
17567,HCN1_HUMAN,4112,dronedarone,,
17568,HCN2_HUMAN,4112,dronedarone,,
6117,HCN3_HUMAN,4112,dronedarone,,
17770,HCN4_HUMAN,4112,dronedarone,,
6025,HMDH_HUMAN,362,bezafibrate,,
15871,ADRB1_HUMAN,1101,etilefrine,,
15871,ADRB1_HUMAN,4824,etilefrine pivalate,,
13836,CLTR1_HUMAN,648,cinalukast,,
13836,CLTR1_HUMAN,2237,pranlukast,IC50,10.00000000
15847,ACTHR_HUMAN,4821,seractide,Ki,8.00877380
4227,RYR2_HUMAN,1384,hydralazine,,
696,DPP4_HUMAN,4833,gemigliptin,IC50,7.79587984
15277,ADRB2_HUMAN,2782,tulobuterol,,
2832,CD19_HUMAN,4915,blinatumomab,Kd,9.00000000
2926,CD3E_HUMAN,4915,blinatumomab,Kd,7.00000000
2429,CD3G_HUMAN,4915,blinatumomab,Kd,7.00000000
2924,CD3D_HUMAN,4915,blinatumomab,Kd,7.00000000
15277,ADRB2_HUMAN,2368,reproterol,,
18136,GABR2_HUMAN,4863,phenibut,,
18165,GABR1_HUMAN,4863,phenibut,,
8394,S5A2_HUMAN,1171,finasteride,IC50,8.26000000
4031,S5A1_HUMAN,1171,finasteride,IC50,7.58000000
10752,PLGF_HUMAN,4916,aflibercept,Kd,10.40893555
5291,VEGFB_HUMAN,4916,aflibercept,Kd,11.71669865
15134,VEGFA_HUMAN,4916,aflibercept,Kd,12.30103016
19858,MTR1A_HUMAN,99,agomelatine,Ki,10.22000000
20408,MTR1B_HUMAN,99,agomelatine,Ki,10.00000000
16165,"5HT2C_HUMAN",99,agomelatine,Ki,6.20000000
15140,VGFR2_HUMAN,4917,ramucirumab,Kd,10.30000000
13085,CALCR_HUMAN,2236,pramlintide,EC50,9.44999981
10215,RAMP1_HUMAN,2236,pramlintide,EC50,9.44999981
13085,CALCR_HUMAN,2236,pramlintide,EC50,9.05000019
10480,RAMP3_HUMAN,2236,pramlintide,EC50,9.05000019
6097,HRH2_HUMAN,2408,roxatidine acetate,Kd,7.60000000
6721,HRH1_HUMAN,4353,bilastine,Ki,7.19382000
10750,PI2R_HUMAN,343,beraprost,IC50,8.37000000
18080,IMDH1_HUMAN,1859,mycophenolate mofetil,Ki,7.48148584
18029,IMDH2_HUMAN,1859,mycophenolate mofetil,Ki,8.15490150
15970,AOFB_HUMAN,4921,safinamide,Ki,6.34678745
14151,V2R_HUMAN,4110,tolvaptan,Ki,9.00000000
10537,PDCD1_HUMAN,4923,nivolumab,Kd,9.14000000
10537,PDCD1_HUMAN,4924,pembrolizumab,Kd,10.00000000
6721,HRH1_HUMAN,956,doxepin,Ki,9.75000000
16117,ABCC8_HUMAN,505,carbutamide,Kd,4.60205984
19228,KCJ11_HUMAN,505,carbutamide,Kd,4.60205984
16117,ABCC8_HUMAN,622,chlorpropamide,Kd,5.04575729
19228,KCJ11_HUMAN,622,chlorpropamide,Kd,5.04575729
16117,ABCC8_HUMAN,1298,glibornuride,Kd,7.04575729
19228,KCJ11_HUMAN,1298,glibornuride,Kd,7.04575729
16117,ABCC8_HUMAN,1299,gliclazide,Kd,6.22184896
19228,KCJ11_HUMAN,1299,gliclazide,Kd,6.22184896
16117,ABCC8_HUMAN,1301,glipizide,Kd,9.09691048
19228,KCJ11_HUMAN,1301,glipizide,Kd,9.09691048
16117,ABCC8_HUMAN,1302,gliquidone,Kd,9.00000000
19228,KCJ11_HUMAN,1302,gliquidone,Kd,9.00000000
16117,ABCC8_HUMAN,1305,glisoxepide,Kd,7.95860720
19228,KCJ11_HUMAN,1305,glisoxepide,Kd,7.95860720
16117,ABCC8_HUMAN,1314,glibenclamide,Kd,9.52287865
19228,KCJ11_HUMAN,1314,glibenclamide,Kd,9.52287865
16117,ABCC8_HUMAN,2696,tolbutamide,Kd,5.04575729
19228,KCJ11_HUMAN,2696,tolbutamide,Kd,5.04575729
8449,SC6A4_HUMAN,4806,vortioxetine,Ki,8.79588032
16194,"5HT1A_HUMAN",4806,vortioxetine,Ki,7.82390881
15625,"5HT7R_HUMAN",4806,vortioxetine,Ki,7.72124624
15254,"5HT1B_HUMAN",4806,vortioxetine,Ki,7.48148584
16197,"5HT3A_HUMAN",4806,vortioxetine,Ki,8.43179798
16115,"5HT1D_HUMAN",4806,vortioxetine,Ki,7.26760626
16117,ABCC8_HUMAN,1818,mitiglinide,IC50,7.00000000
19228,KCJ11_HUMAN,1818,mitiglinide,IC50,7.00000000
16117,ABCC8_HUMAN,57,acetohexamide,Ki,4.63940668
19228,KCJ11_HUMAN,57,acetohexamide,Ki,4.63940668
10475,PGFRB_HUMAN,4925,becaplermin,,
10102,PGFRA_HUMAN,4925,becaplermin,,
16701,THRB_HUMAN,2995,lepirudin,Ki,13.00000000
11527,KLKB1_HUMAN,4846,ecallantide,Ki,10.60206032
18144,GLP1R_HUMAN,4927,albiglutide,EC50,9.69896984
6311,FSHR_HUMAN,4928,follitropin,,
12386,LSHR_HUMAN,4929,lutropin alfa,IC50,10.90000000
9598,TSHR_HUMAN,4930,thyrotropin alfa,,
5612,IL6RA_HUMAN,4933,tocilizumab,,
19323,IL6RB_HUMAN,4933,tocilizumab,,
5687,IL17_HUMAN,4934,secukinumab,,
1031,GBRA1_HUMAN,2857,zaleplon,EC50,6.53020000
1283,GBRG2_HUMAN,2857,zaleplon,EC50,6.53020000
2778,GBRB2_HUMAN,2857,zaleplon,EC50,6.53020000
3437,RET_HUMAN,2544,sunitinib,IC50,8.80000000
15139,VGFR1_HUMAN,2544,sunitinib,IC50,7.22914791
10102,PGFRA_HUMAN,2544,sunitinib,IC50,6.95860720
13628,CP17A_HUMAN,1527,ketoconazole,IC50,7.28000000
13147,C11B1_HUMAN,1527,ketoconazole,IC50,6.89619637
5719,IL2RA_HUMAN,4940,basiliximab,Kd,10.00000000
4788,ROCK1_HUMAN,4938,ripasudil,IC50,7.29242992
4439,ROCK2_HUMAN,4938,ripasudil,IC50,7.72124624
3382,PTH1R_HUMAN,4936,parathyroid hormone,,
14044,CDK6_HUMAN,4941,palbociclib,IC50,7.82390881
2380,CDK4_HUMAN,4941,palbociclib,IC50,7.95860720
3437,RET_HUMAN,4942,lenvatinib,Ki,8.82000000
17769,KIT_HUMAN,4942,lenvatinib,IC50,7.00000000
15139,VGFR1_HUMAN,4942,lenvatinib,IC50,7.65757751
15140,VGFR2_HUMAN,4942,lenvatinib,IC50,8.39793968
5362,VGFR3_HUMAN,4942,lenvatinib,IC50,8.28399658
10102,PGFRA_HUMAN,4942,lenvatinib,IC50,7.29242992
6463,FGFR1_HUMAN,4942,lenvatinib,IC50,7.33724213
15277,ADRB2_HUMAN,4943,arformoterol,Kd,8.53760242
17582,HDAC5_HUMAN,4682,panobinostat,Ki,9.15000000
6248,HDAC2_HUMAN,4682,panobinostat,Ki,9.19000000
6169,HDAC1_HUMAN,4682,panobinostat,Ki,9.00000000
17781,HDAC3_HUMAN,4682,panobinostat,Ki,8.96000000
6166,HDAC6_HUMAN,4682,panobinostat,Ki,9.15000000
6240,HDAC7_HUMAN,4682,panobinostat,Ki,8.64000000
17572,HDAC8_HUMAN,4682,panobinostat,Ki,7.66000000
6151,HDAC4_HUMAN,4682,panobinostat,Ki,9.22000000
6245,HDAC9_HUMAN,4682,panobinostat,Ki,8.92000000
17570,HDA10_HUMAN,4682,panobinostat,Ki,7.51000000
6242,HDA11_HUMAN,4682,panobinostat,Ki,8.46000000
15806,ACM1_HUMAN,2028,oxybutynin,Ki,9.00000000
15325,ACM3_HUMAN,2028,oxybutynin,Ki,9.11000000
570,DRD2_HUMAN,4168,lurasidone,Ki,9.00261402
15543,"5HT2A_HUMAN",4168,lurasidone,Ki,9.32790184
1184,GCR_HUMAN,1770,methylprednisolone acetate,,
58,CP2D6_HUMAN,2346,quinidine,Ki,7.92081881
9675,TTHY_HUMAN,4192,tafamidis,Kd,6.81200000
1137,DYR_HUMAN,1751,methotrexate,Ki,8.92000000
15998,ANPRA_HUMAN,1901,nesiritide,,
7777,TNFA_HUMAN,4904,adalimumab,,
18061,INSR_HUMAN,4901,insulin glargine,,
19603,MSHR_HUMAN,4836,afamelanotide,IC50,10.00000000
5522,GHRHR_HUMAN,4170,tesamorelin,,
2696,DGAT1_HUMAN,1413,icosapent ethyl,,
11973,LEPR_HUMAN,4826,metreleptin,,
6345,GHR_HUMAN,4848,somatropin,,
477,CD52_HUMAN,4909,alemtuzumab,,
9192,TN13B_HUMAN,4949,belimumab,,
6971,ITB3_HUMAN,4950,abciximab,,
6885,ITA2B_HUMAN,4950,abciximab,,
2830,CD20_HUMAN,4951,ofatumumab,Kd,9.92000000
5567,IL1B_HUMAN,4952,canakinumab,,
5719,IL2RA_HUMAN,4953,daclizumab,Kd,8.00000000
5685,IL2RB_HUMAN,4953,daclizumab,Kd,8.00000000
6961,IL2RG_HUMAN,4953,daclizumab,Kd,8.00000000
1639,EGFR_HUMAN,4954,cetuximab,Kd,9.41000000
15580,ACE_HUMAN,101,alacepril,,
15580,ACE_HUMAN,641,cilazapril,IC50,8.70000000
15580,ACE_HUMAN,2866,zofenopril,IC50,9.40000000
15580,ACE_HUMAN,2586,temocapril,,
10808,PGH2_HUMAN,2652,tiaprofenic acid,IC50,7.10000000
10479,PGH1_HUMAN,2652,tiaprofenic acid,IC50,5.90000000
1639,EGFR_HUMAN,4955,panitumumab,Kd,10.30000000
15134,VEGFA_HUMAN,4956,bevacizumab,,
989,ERBB2_HUMAN,4957,pertuzumab,,
2054,CTLA4_HUMAN,4958,ipilimumab,,
19339,ITAL_HUMAN,4959,efalizumab,Kd,11.40000000
18061,INSR_HUMAN,4960,insulin degludec,,
10508,PARP3_HUMAN,4907,olaparib,IC50,7.34000000
9669,TNR8_HUMAN,4964,brentuximab vedotin,,
8775,TBB5_HUMAN,4964,brentuximab vedotin,,
4178,TBB1_HUMAN,4964,brentuximab vedotin,,
8835,TBB2A_HUMAN,4964,brentuximab vedotin,,
8602,TBB2B_HUMAN,4964,brentuximab vedotin,,
8545,TBB3_HUMAN,4964,brentuximab vedotin,,
8773,TBB4A_HUMAN,4964,brentuximab vedotin,,
16750,TBB4B_HUMAN,4964,brentuximab vedotin,,
8867,TBB6_HUMAN,4964,brentuximab vedotin,,
8860,TBB8_HUMAN,4964,brentuximab vedotin,,
7766,TNF11_HUMAN,4965,denosumab,,
6960,IL12A_HUMAN,4966,ustekinumab,,
19262,IL12B_HUMAN,4966,ustekinumab,,
19266,IL23A_HUMAN,4966,ustekinumab,,
7777,TNFA_HUMAN,4967,golimumab,,
7777,TNFA_HUMAN,4968,certolizumab pegol,Kd,10.04575729
14099,CO5_HUMAN,4969,eculizumab,,
207,CNR1_HUMAN,4150,rimonabant,Ki,9.72000000
6886,ITA4_HUMAN,4970,natalizumab,,
19336,ITB1_HUMAN,4970,natalizumab,,
6975,ITB7_HUMAN,4970,natalizumab,,
678,CFTR_HUMAN,4744,crofelemer,IC50,5.15490198
16016,ANO1_HUMAN,4744,crofelemer,IC50,5.18708658
15134,VEGFA_HUMAN,4971,ranibizumab,,
6854,IGHE_HUMAN,4972,omalizumab,Kd,8.16000000
2223,CAC1H_HUMAN,1797,mibefradil,IC50,6.60210000
13073,CAC1C_HUMAN,342,bepridil,,
13223,CAC1D_HUMAN,342,bepridil,,
3548,PSB5_HUMAN,4483,carfilzomib,IC50,8.22184849
6248,HDAC2_HUMAN,4973,tucidinostat,IC50,6.79587984
6169,HDAC1_HUMAN,4973,tucidinostat,IC50,7.02227640
17781,HDAC3_HUMAN,4973,tucidinostat,IC50,7.17392540
17570,HDA10_HUMAN,4973,tucidinostat,IC50,7.10790539
8775,TBB5_HUMAN,2044,paclitaxel,EC50,8.05000000
4178,TBB1_HUMAN,2044,paclitaxel,EC50,8.05000000
8835,TBB2A_HUMAN,2044,paclitaxel,EC50,8.05000000
8602,TBB2B_HUMAN,2044,paclitaxel,EC50,8.05000000
8545,TBB3_HUMAN,2044,paclitaxel,EC50,8.05000000
8773,TBB4A_HUMAN,2044,paclitaxel,EC50,8.05000000
16750,TBB4B_HUMAN,2044,paclitaxel,EC50,8.05000000
8867,TBB6_HUMAN,2044,paclitaxel,EC50,8.05000000
8860,TBB8_HUMAN,2044,paclitaxel,EC50,8.05000000
8775,TBB5_HUMAN,1517,ixabepilone,,
4178,TBB1_HUMAN,1517,ixabepilone,,
8835,TBB2A_HUMAN,1517,ixabepilone,,
8602,TBB2B_HUMAN,1517,ixabepilone,,
8545,TBB3_HUMAN,1517,ixabepilone,,
8773,TBB4A_HUMAN,1517,ixabepilone,,
16750,TBB4B_HUMAN,1517,ixabepilone,,
8867,TBB6_HUMAN,1517,ixabepilone,,
8860,TBB8_HUMAN,1517,ixabepilone,,
8775,TBB5_HUMAN,2823,vinblastine,IC50,9.00000000
4178,TBB1_HUMAN,2823,vinblastine,IC50,9.00000000
8835,TBB2A_HUMAN,2823,vinblastine,IC50,9.00000000
8602,TBB2B_HUMAN,2823,vinblastine,IC50,9.00000000
8545,TBB3_HUMAN,2823,vinblastine,IC50,9.00000000
8773,TBB4A_HUMAN,2823,vinblastine,IC50,9.00000000
16750,TBB4B_HUMAN,2823,vinblastine,IC50,9.00000000
8867,TBB6_HUMAN,2823,vinblastine,IC50,9.00000000
8860,TBB8_HUMAN,2823,vinblastine,IC50,9.00000000
8775,TBB5_HUMAN,2825,vincristine,,
4178,TBB1_HUMAN,2825,vincristine,,
8835,TBB2A_HUMAN,2825,vincristine,,
8602,TBB2B_HUMAN,2825,vincristine,,
8545,TBB3_HUMAN,2825,vincristine,,
8773,TBB4A_HUMAN,2825,vincristine,,
16750,TBB4B_HUMAN,2825,vincristine,,
8867,TBB6_HUMAN,2825,vincristine,,
8860,TBB8_HUMAN,2825,vincristine,,
8775,TBB5_HUMAN,2827,vinorelbine,,
4178,TBB1_HUMAN,2827,vinorelbine,,
8835,TBB2A_HUMAN,2827,vinorelbine,,
8602,TBB2B_HUMAN,2827,vinorelbine,,
8545,TBB3_HUMAN,2827,vinorelbine,,
8773,TBB4A_HUMAN,2827,vinorelbine,,
16750,TBB4B_HUMAN,2827,vinorelbine,,
8867,TBB6_HUMAN,2827,vinorelbine,,
8860,TBB8_HUMAN,2827,vinorelbine,,
8775,TBB5_HUMAN,3644,vinflunine,,
4178,TBB1_HUMAN,3644,vinflunine,,
8835,TBB2A_HUMAN,3644,vinflunine,,
8602,TBB2B_HUMAN,3644,vinflunine,,
8545,TBB3_HUMAN,3644,vinflunine,,
8773,TBB4A_HUMAN,3644,vinflunine,,
16750,TBB4B_HUMAN,3644,vinflunine,,
8867,TBB6_HUMAN,3644,vinflunine,,
8860,TBB8_HUMAN,3644,vinflunine,,
8775,TBB5_HUMAN,4171,eribulin,IC50,8.22999954
4178,TBB1_HUMAN,4171,eribulin,IC50,8.22999954
8835,TBB2A_HUMAN,4171,eribulin,IC50,8.22999954
8602,TBB2B_HUMAN,4171,eribulin,IC50,8.22999954
8545,TBB3_HUMAN,4171,eribulin,IC50,8.22999954
8773,TBB4A_HUMAN,4171,eribulin,IC50,8.22999954
16750,TBB4B_HUMAN,4171,eribulin,IC50,8.22999954
8867,TBB6_HUMAN,4171,eribulin,IC50,8.22999954
8860,TBB8_HUMAN,4171,eribulin,IC50,8.22999954
7777,TNFA_HUMAN,4974,infliximab,,
2830,CD20_HUMAN,4975,rituximab,Kd,8.51000000
570,DRD2_HUMAN,4498,paliperidone palmitate,,
15543,"5HT2A_HUMAN",4498,paliperidone palmitate,,
15134,VEGFA_HUMAN,4905,pegaptanib,,
18144,GLP1R_HUMAN,4885,dulaglutide,,
17568,HCN2_HUMAN,3312,ivabradine,,
17567,HCN1_HUMAN,3312,ivabradine,IC50,5.70000000
6117,HCN3_HUMAN,3312,ivabradine,IC50,5.70000000
1184,GCR_HUMAN,4976,triamcinolone hexacetonide,,
19360,JAK2_HUMAN,4713,tofacitinib,IC50,6.39147377
12748,JAK1_HUMAN,4713,tofacitinib,IC50,6.39147377
12748,JAK1_HUMAN,4713,tofacitinib,IC50,7.25181198
6994,JAK3_HUMAN,4713,tofacitinib,IC50,7.25181198
19406,IL6_HUMAN,4977,siltuximab,,
7777,TNFA_HUMAN,4978,etanercept,,
989,ERBB2_HUMAN,4979,trastuzumab,,
6025,HMDH_HUMAN,1229,fluvastatin,IC50,7.55000000
2432,CD33_HUMAN,4980,gemtuzumab ozogamicin,,
18061,INSR_HUMAN,4981,insulin aspart,,
6886,ITA4_HUMAN,4982,vedolizumab,IC50,8.30000019
6975,ITB7_HUMAN,4982,vedolizumab,IC50,8.30000019
2830,CD20_HUMAN,4983,obinutuzumab,,
2830,CD20_HUMAN,4984,ibritumomab tiuxetan,Kd,7.85387182
696,DPP4_HUMAN,3642,vildagliptin,Ki,8.52000000
18061,INSR_HUMAN,4985,insulin detemir,,
15369,"5HT4R_HUMAN",3502,prucalopride,Ki,8.60000000
15369,"5HT4R_HUMAN",1848,mosapride,Ki,6.90000000
15934,ADA1A_HUMAN,2032,oxymetazoline,Ki,8.20000000
15360,ADA2B_HUMAN,2032,oxymetazoline,Ki,6.20000000
15360,ADA2B_HUMAN,3658,xylometazoline,Ki,5.98000002
10808,PGH2_HUMAN,1618,lumiracoxib,Ki,6.49000000
10808,PGH2_HUMAN,2063,parecoxib,IC50,8.30103016
9980,PRGR_HUMAN,4189,hydroxyprogesterone caproate,IC50,7.66354036
140,CSF3R_HUMAN,4986,pegfilgrastim,,
140,CSF3R_HUMAN,4987,filgrastim,,
13223,CAC1D_HUMAN,5,(S)-nicardipine,,
13073,CAC1C_HUMAN,5,(S)-nicardipine,,
14112,DPYD_HUMAN,1293,gimeracil,Ki,6.63827229
16411,UMPS_HUMAN,2002,oteracil,,
15871,ADRB1_HUMAN,360,bevantolol,,
15595,ACES_HUMAN,4908,acotiamide,IC50,5.52287865
10538,PDE3B_HUMAN,1987,olprinone,,
10461,PDE3A_HUMAN,1987,olprinone,,
15871,ADRB1_HUMAN,237,arbutamine,,
1031,GBRA1_HUMAN,2873,zopiclone,Ki,7.17590000
1283,GBRG2_HUMAN,2873,zopiclone,Ki,7.17590000
2778,GBRB2_HUMAN,2873,zopiclone,Ki,7.17590000
1283,GBRG2_HUMAN,2873,zopiclone,Ki,7.27820000
1316,GBRB3_HUMAN,2873,zopiclone,Ki,7.27820000
1313,GBRA5_HUMAN,2873,zopiclone,Ki,7.27820000
1031,GBRA1_HUMAN,2873,zopiclone,Ki,7.15490000
2778,GBRB2_HUMAN,2873,zopiclone,Ki,7.15490000
1036,GBRG3_HUMAN,2873,zopiclone,Ki,7.15490000
1283,GBRG2_HUMAN,2873,zopiclone,Ki,6.58170000
1309,GBRA3_HUMAN,2873,zopiclone,Ki,6.58170000
2778,GBRB2_HUMAN,2873,zopiclone,Ki,6.58170000
1309,GBRA3_HUMAN,2873,zopiclone,Ki,6.48810000
2778,GBRB2_HUMAN,2873,zopiclone,Ki,6.48810000
1036,GBRG3_HUMAN,2873,zopiclone,Ki,6.48810000
1316,GBRB3_HUMAN,2873,zopiclone,Ki,6.74960000
1313,GBRA5_HUMAN,2873,zopiclone,Ki,6.74960000
1036,GBRG3_HUMAN,2873,zopiclone,Ki,6.74960000
2778,GBRB2_HUMAN,2873,zopiclone,Ki,7.27820000
2778,GBRB2_HUMAN,2873,zopiclone,Ki,6.74960000
6721,HRH1_HUMAN,249,astemizole,A2,8.58000000
8775,TBB5_HUMAN,4990,trastuzumab emtansine,,
4178,TBB1_HUMAN,4990,trastuzumab emtansine,,
8835,TBB2A_HUMAN,4990,trastuzumab emtansine,,
8602,TBB2B_HUMAN,4990,trastuzumab emtansine,,
8545,TBB3_HUMAN,4990,trastuzumab emtansine,,
8773,TBB4A_HUMAN,4990,trastuzumab emtansine,,
16750,TBB4B_HUMAN,4990,trastuzumab emtansine,,
8867,TBB6_HUMAN,4990,trastuzumab emtansine,,
8860,TBB8_HUMAN,4990,trastuzumab emtansine,,
989,ERBB2_HUMAN,4990,trastuzumab emtansine,,
6489,FGFR2_HUMAN,4804,palifermin,,
140,CSF3R_HUMAN,4991,lipegfilgrastim,,
207,CNR1_HUMAN,52,paracetamol,,
13904,ATP4A_HUMAN,4993,vonoprazan,Ki,8.00000000
13905,ATP4B_HUMAN,4993,vonoprazan,Ki,8.00000000
1035,GBRD_HUMAN,3249,fospropofol,,
1031,GBRA1_HUMAN,3249,fospropofol,,
1315,GBRB1_HUMAN,3249,fospropofol,,
1283,GBRG2_HUMAN,3249,fospropofol,,
1316,GBRB3_HUMAN,3249,fospropofol,,
1313,GBRA5_HUMAN,3249,fospropofol,,
1309,GBRA3_HUMAN,3249,fospropofol,,
2748,GBRA2_HUMAN,3249,fospropofol,,
2778,GBRB2_HUMAN,3249,fospropofol,,
1311,GBRA4_HUMAN,3249,fospropofol,,
2776,GBRA6_HUMAN,3249,fospropofol,,
1282,GBRG1_HUMAN,3249,fospropofol,,
1036,GBRG3_HUMAN,3249,fospropofol,,
17781,HDAC3_HUMAN,4119,romidepsin,Ki,5.96000000
6151,HDAC4_HUMAN,4119,romidepsin,Ki,5.96000000
6169,HDAC1_HUMAN,4119,romidepsin,Ki,5.96000000
6240,HDAC7_HUMAN,4119,romidepsin,Ki,5.96000000
6248,HDAC2_HUMAN,4119,romidepsin,Ki,5.96000000
17570,HDA10_HUMAN,4119,romidepsin,Ki,5.96000000
6242,HDA11_HUMAN,4119,romidepsin,Ki,5.96000000
17572,HDAC8_HUMAN,4119,romidepsin,Ki,5.96000000
6166,HDAC6_HUMAN,4119,romidepsin,Ki,5.96000000
6245,HDAC9_HUMAN,4119,romidepsin,Ki,5.96000000
17582,HDAC5_HUMAN,4119,romidepsin,Ki,5.96000000
13085,CALCR_HUMAN,2989,calcitonin (salmon synthetic),EC50,11.08566000
570,DRD2_HUMAN,4137,paliperidone,Ki,8.47002888
