,drug_name,related_drug_name,drugbank_id,related_drugbank_id
2653,Hexafluronium,Nalbuphine,DB00941,DB00844
2654,Hexafluronium,Levorphanol,DB00941,DB00854
2655,Hexafluronium,Remifentanil,DB00941,DB00899
2656,Hexafluronium,Diphenoxylate,DB00941,DB01081
2657,Hexafluronium,Oxymorphone,DB00941,DB01192
2658,Hexafluronium,Dezocine,DB00941,DB01209
2659,Hexafluronium,Methadyl acetate,DB00941,DB01433
2660,Hexafluronium,Diamorphine,DB00941,DB01452
2661,Hexafluronium,Ethylmorphine,DB00941,DB01466
2662,Hexafluronium,Etorphine,DB00941,DB01497
2663,Hexafluronium,Carfentanil,DB00941,DB01535
2664,Hexafluronium,Dihydrocodeine,DB00941,DB01551
2665,Hexafluronium,Dihydromorphine,DB00941,DB01565
2666,Hexafluronium,Ketobemidone,DB00941,DB06738
2667,Hexafluronium,Naltrexone,DB00941,DB00704
2668,Hexafluronium,Naloxegol,DB00941,DB09049
2669,Hexafluronium,Tropicamide,DB00941,DB00809
2670,Hexafluronium,Cyclopentolate,DB00941,DB00979
2671,Hexafluronium,Methyclothiazide,DB00941,DB00232
2672,Hexafluronium,Chlorthalidone,DB00941,DB00310
2673,Hexafluronium,Bendroflumethiazide,DB00941,DB00436
2674,Hexafluronium,Metolazone,DB00941,DB00524
2675,Hexafluronium,Benzthiazide,DB00941,DB00562
2676,Hexafluronium,Hydroflumethiazide,DB00941,DB00774
2677,Hexafluronium,Indapamide,DB00941,DB00808
2678,Hexafluronium,Chlorothiazide,DB00941,DB00880
2679,Hexafluronium,Hydrochlorothiazide,DB00941,DB00999
2680,Hexafluronium,Trichlormethiazide,DB00941,DB01021
2681,Hexafluronium,Polythiazide,DB00941,DB01324
2682,Hexafluronium,Quinethazone,DB00941,DB01325
2683,Hexafluronium,Pegvisomant,DB00941,DB00082
2684,Hexafluronium,Mefloquine,DB00941,DB00358
2685,Hexafluronium,Cisplatin,DB00941,DB00515
2686,Hexafluronium,Nizatidine,DB00941,DB00585
2687,Hexafluronium,Isoflurophate,DB00941,DB00677
2688,Hexafluronium,Diethylcarbamazine,DB00941,DB00711
2689,Hexafluronium,Terbutaline,DB00941,DB00871
2690,Hexafluronium,Mecamylamine,DB00941,DB00657
2691,Hexafluronium,Amantadine,DB00941,DB00915
2692,Hexafluronium,Pentolinium,DB00941,DB01090
2693,Hexafluronium,Fenoterol,DB00941,DB01288
2694,Hexafluronium,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",DB00941,DB01496
2695,Hexafluronium,Agmatine,DB00941,DB08838
2696,Hexafluronium,Demecarium,DB00941,DB00944
2697,Hexafluronium,Physostigmine,DB00941,DB00981
2698,Hexafluronium,Rivastigmine,DB00941,DB00989
2699,Hexafluronium,Edrophonium,DB00941,DB01010
2700,Hexafluronium,Procainamide,DB00941,DB01035
2701,Hexafluronium,Memantine,DB00941,DB01043
2702,Hexafluronium,Ambenonium,DB00941,DB01122
2703,Hexafluronium,Ginkgo biloba,DB00941,DB01381
2704,Hexafluronium,Neostigmine,DB00941,DB01400
2705,Hexafluronium,Thiotepa,DB00941,DB04572
2706,Hexafluronium,Huperzine A,DB00941,DB04864
2707,Hexafluronium,Phenserine,DB00941,DB04892
2708,Hexafluronium,Regramostim,DB00941,DB05386
2709,Hexafluronium,Aprotinin,DB00941,DB06692
2710,Hexafluronium,Betaine,DB00941,DB06756
2711,Hexafluronium,Capsaicin,DB00941,DB06774
2712,Hexafluronium,Methylphosphinic Acid,DB00941,DB02845
2713,Hexafluronium,Esmolol,DB00941,DB00187
2714,Hexafluronium,Betaxolol,DB00941,DB00195
2715,Hexafluronium,Metoprolol,DB00941,DB00264
2716,Hexafluronium,Atenolol,DB00941,DB00335
2717,Hexafluronium,Timolol,DB00941,DB00373
2718,Hexafluronium,Sotalol,DB00941,DB00489
2719,Hexafluronium,Propranolol,DB00941,DB00571
2720,Hexafluronium,Labetalol,DB00941,DB00598
2721,Hexafluronium,Bisoprolol,DB00941,DB00612
2722,Hexafluronium,Carvedilol,DB00941,DB01136
2723,Hexafluronium,Propafenone,DB00941,DB01182
2724,Hexafluronium,Acebutolol,DB00941,DB01193
2725,Hexafluronium,Nadolol,DB00941,DB01203
2726,Hexafluronium,Bevantolol,DB00941,DB01295
2727,Hexafluronium,Practolol,DB00941,DB01297
2728,Hexafluronium,Celiprolol,DB00941,DB04846
2729,Hexafluronium,Nebivolol,DB00941,DB04861
2730,Hexafluronium,Bufuralol,DB00941,DB06726
2731,Hexafluronium,Bopindolol,DB00941,DB08807
2732,Hexafluronium,Bupranolol,DB00941,DB08808
2733,Hexafluronium,Profenamine,DB00941,DB00392
2734,Hexafluronium,Chlorpromazine,DB00941,DB00477
2735,Hexafluronium,Gallamine triethiodide,DB00941,DB00483
2736,Hexafluronium,Triflupromazine,DB00941,DB00508
2737,Hexafluronium,Trospium,DB00941,DB00209
2738,Hexafluronium,Oxyphenonium,DB00941,DB00219
2739,Hexafluronium,Benzatropine,DB00941,DB00245
2740,Hexafluronium,Disopyramide,DB00941,DB00280
2741,Hexafluronium,Amitriptyline,DB00941,DB00321
2742,Hexafluronium,Ipratropium,DB00941,DB00332
2743,Hexafluronium,Olanzapine,DB00941,DB00334
2744,Hexafluronium,Metixene,DB00941,DB00340
2745,Hexafluronium,Terfenadine,DB00941,DB00342
2746,Hexafluronium,Buclizine,DB00941,DB00354
2747,Hexafluronium,Clozapine,DB00941,DB00363
2748,Hexafluronium,Trihexyphenidyl,DB00941,DB00376
2749,Hexafluronium,Oxyphencyclimine,DB00941,DB00383
2750,Hexafluronium,Procyclidine,DB00941,DB00387
2751,Hexafluronium,Promazine,DB00941,DB00420
2752,Hexafluronium,Hyoscyamine,DB00941,DB00424
2753,Hexafluronium,Cyproheptadine,DB00941,DB00434
2754,Hexafluronium,Imipramine,DB00941,DB00458
2755,Hexafluronium,Methscopolamine bromide,DB00941,DB00462
2756,Hexafluronium,Darifenacin,DB00941,DB00496
2757,Hexafluronium,Tridihexethyl,DB00941,DB00505
2758,Hexafluronium,Anisotropine methylbromide,DB00941,DB00517
2759,Hexafluronium,Nortriptyline,DB00941,DB00540
2760,Hexafluronium,Amoxapine,DB00941,DB00543
2761,Hexafluronium,Lamotrigine,DB00941,DB00555
2762,Hexafluronium,Atropine,DB00941,DB00572
2763,Hexafluronium,Nicardipine,DB00941,DB00622
2764,Hexafluronium,Pirenzepine,DB00941,DB00670
2765,Hexafluronium,Homatropine methylbromide,DB00941,DB00725
2766,Hexafluronium,Rocuronium,DB00941,DB00728
2767,Hexafluronium,Scopolamine,DB00941,DB00747
2768,Hexafluronium,Benzquinamide,DB00941,DB00767
2769,Hexafluronium,Clidinium,DB00941,DB00771
2770,Hexafluronium,Propiomazine,DB00941,DB00777
2771,Hexafluronium,Propantheline,DB00941,DB00782
2772,Hexafluronium,Dicyclomine,DB00941,DB00804
2773,Hexafluronium,Biperiden,DB00941,DB00810
2774,Hexafluronium,Brompheniramine,DB00941,DB00835
2775,Hexafluronium,Flupentixol,DB00941,DB00875
2776,Hexafluronium,Quinidine,DB00941,DB00908
2777,Hexafluronium,Maprotiline,DB00941,DB00934
2778,Hexafluronium,Methantheline,DB00941,DB00940
2779,Hexafluronium,Cycrimine,DB00941,DB00942
2780,Hexafluronium,Glycopyrronium,DB00941,DB00986
2781,Hexafluronium,Tolterodine,DB00941,DB01036
2782,Hexafluronium,Oxybutynin,DB00941,DB01062
2783,Hexafluronium,Promethazine,DB00941,DB01069
2784,Hexafluronium,Diphenhydramine,DB00941,DB01075
2785,Hexafluronium,Doxepin,DB00941,DB01142
2786,Hexafluronium,Flavoxate,DB00941,DB01148
2787,Hexafluronium,Desipramine,DB00941,DB01151
2788,Hexafluronium,Quetiapine,DB00941,DB01224
2789,Hexafluronium,Mivacurium,DB00941,DB01226
2790,Hexafluronium,Diphenidol,DB00941,DB01231
2791,Hexafluronium,Aripiprazole,DB00941,DB01238
2792,Hexafluronium,Chlorprothixene,DB00941,DB01239
2793,Hexafluronium,Metocurine,DB00941,DB01336
2794,Hexafluronium,Pancuronium,DB00941,DB01337
2795,Hexafluronium,Pipecuronium,DB00941,DB01338
2796,Hexafluronium,Tiotropium,DB00941,DB01409
2797,Hexafluronium,Solifenacin,DB00941,DB01591
2798,Hexafluronium,Isopropamide,DB00941,DB01625
2799,Hexafluronium,Mepenzolate,DB00941,DB04843
2800,Hexafluronium,Fesoterodine,DB00941,DB06702
2801,Hexafluronium,Dimetindene,DB00941,DB08801
2802,Hexafluronium,Umeclidinium,DB00941,DB09076
2803,Hexafluronium,Zopiclone,DB00941,DB01198
2804,Hexafluronium,Nicotine,DB00941,DB00184
2805,Hexafluronium,Cevimeline,DB00941,DB00185
2806,Hexafluronium,Carbamoylcholine,DB00941,DB00411
2807,Hexafluronium,Bethanechol,DB00941,DB01019
2808,Hexafluronium,Pilocarpine,DB00941,DB01085
2809,Hexafluronium,Varenicline,DB00941,DB01273
2810,Hexafluronium,Acetylcholine,DB00941,DB03128
2811,Hexafluronium,Arecoline,DB00941,DB04365
2812,Hexafluronium,Lobeline,DB00941,DB05137
2813,Hexafluronium,NGX267,DB00941,DB05152
2814,Hexafluronium,GTS-21,DB00941,DB05708
2815,Hexafluronium,Epibatidine,DB00941,DB07720
2816,Hexafluronium,Sulpiride,DB00941,DB00391
2817,Hexafluronium,Cinchocaine,DB00941,DB00527
2818,Hexafluronium,Minaprine,DB00941,DB00805
2819,Hexafluronium,Butabarbital,DB00941,DB00237
2820,Hexafluronium,Butalbital,DB00941,DB00241
2821,Hexafluronium,Talbutal,DB00941,DB00306
2822,Hexafluronium,Pentobarbital,DB00941,DB00312
2823,Hexafluronium,Metocurine iodide,DB00941,DB00416
2824,Hexafluronium,Secobarbital,DB00941,DB00418
2825,Hexafluronium,Metharbital,DB00941,DB00463
2826,Hexafluronium,Dextromethorphan,DB00941,DB00514
2827,Hexafluronium,Cisatracurium,DB00941,DB00565
2828,Hexafluronium,Thiopental,DB00941,DB00599
2829,Hexafluronium,Atracurium besylate,DB00941,DB00732
2830,Hexafluronium,Isoflurane,DB00941,DB00753
2831,Hexafluronium,Primidone,DB00941,DB00794
2832,Hexafluronium,Methylphenobarbital,DB00941,DB00849
2833,Hexafluronium,Desloratadine,DB00941,DB00967
2834,Hexafluronium,Phenobarbital,DB00941,DB01174
2835,Hexafluronium,Vecuronium,DB00941,DB01339
2836,Hexafluronium,Amobarbital,DB00941,DB01351
2837,Hexafluronium,Aprobarbital,DB00941,DB01352
2838,Hexafluronium,Butobarbital,DB00941,DB01353
2839,Hexafluronium,Heptabarbital,DB00941,DB01354
2840,Hexafluronium,Hexobarbital,DB00941,DB01355
2841,Hexafluronium,Barbital,DB00941,DB01483
2842,Hexafluronium,Ketamine,DB00941,DB01221
2843,Hexafluronium,Decamethonium,DB00941,DB01245
2844,Hexafluronium,Tryptophan,DB00941,DB00150
2845,Hexafluronium,Baclofen,DB00941,DB00181
2846,Hexafluronium,Lorazepam,DB00941,DB00186
2847,Hexafluronium,Ethchlorvynol,DB00941,DB00189
2848,Hexafluronium,Reserpine,DB00941,DB00206
2849,Hexafluronium,Eletriptan,DB00941,DB00216
2850,Hexafluronium,Enflurane,DB00941,DB00228
2851,Hexafluronium,Temazepam,DB00941,DB00231
2852,Hexafluronium,Reboxetine,DB00941,DB00234
2853,Hexafluronium,Methysergide,DB00941,DB00247
2854,Hexafluronium,Cabergoline,DB00941,DB00248
2855,Hexafluronium,Phenytoin,DB00941,DB00252
2856,Hexafluronium,Topiramate,DB00941,DB00273
2857,Hexafluronium,Clemastine,DB00941,DB00283
2858,Hexafluronium,Venlafaxine,DB00941,DB00285
2859,Hexafluronium,Etomidate,DB00941,DB00292
2860,Hexafluronium,Valproic acid,DB00941,DB00313
2861,Hexafluronium,Zolmitriptan,DB00941,DB00315
2862,Hexafluronium,Dihydroergotamine,DB00941,DB00320
2863,Hexafluronium,Tolcapone,DB00941,DB00323
2864,Hexafluronium,Cetirizine,DB00941,DB00341
2865,Hexafluronium,Protriptyline,DB00941,DB00344
2866,Hexafluronium,Trimethadione,DB00941,DB00347
2867,Hexafluronium,Clobazam,DB00941,DB00349
2868,Hexafluronium,Chlorzoxazone,DB00941,DB00356
2869,Hexafluronium,Meprobamate,DB00941,DB00371
2870,Hexafluronium,Thiethylperazine,DB00941,DB00372
2871,Hexafluronium,Palonosetron,DB00941,DB00377
2872,Hexafluronium,Alprazolam,DB00941,DB00404
2873,Hexafluronium,Dexbrompheniramine,DB00941,DB00405
2874,Hexafluronium,Loxapine,DB00941,DB00408
2875,Hexafluronium,Remoxipride,DB00941,DB00409
2876,Hexafluronium,Methocarbamol,DB00941,DB00423
2877,Hexafluronium,Triprolidine,DB00941,DB00427
2878,Hexafluronium,Prochlorperazine,DB00941,DB00433
2879,Hexafluronium,Quinine,DB00941,DB00468
2880,Hexafluronium,Methohexital,DB00941,DB00474
2881,Hexafluronium,Chlordiazepoxide,DB00941,DB00475
2882,Hexafluronium,Entacapone,DB00941,DB00494
2883,Hexafluronium,Mephenytoin,DB00941,DB00532
2884,Hexafluronium,Adinazolam,DB00941,DB00546
2885,Hexafluronium,Carbamazepine,DB00941,DB00564
2886,Hexafluronium,Fenfluramine,DB00941,DB00574
2887,Hexafluronium,Mazindol,DB00941,DB00579
2888,Hexafluronium,Lisuride,DB00941,DB00589
2889,Hexafluronium,Ethosuximide,DB00941,DB00593
2890,Hexafluronium,Cisapride,DB00941,DB00604
2891,Hexafluronium,Furazolidone,DB00941,DB00614
2892,Hexafluronium,Paramethadione,DB00941,DB00617
2893,Hexafluronium,Fluphenazine,DB00941,DB00623
2894,Hexafluronium,Efavirenz,DB00941,DB00625
2895,Hexafluronium,Clorazepic acid,DB00941,DB00628
2896,Hexafluronium,Dexmedetomidine,DB00941,DB00633
2897,Hexafluronium,Dyclonine,DB00941,DB00645
2898,Hexafluronium,Sumatriptan,DB00941,DB00669
2899,Hexafluronium,Thioridazine,DB00941,DB00679
2900,Hexafluronium,Moricizine,DB00941,DB00680
2901,Hexafluronium,Midazolam,DB00941,DB00683
2902,Hexafluronium,Flurazepam,DB00941,DB00690
2903,Hexafluronium,Ergotamine,DB00941,DB00696
2904,Hexafluronium,Tizanidine,DB00941,DB00697
2905,Hexafluronium,Apomorphine,DB00941,DB00714
2906,Hexafluronium,Trimipramine,DB00941,DB00726
2907,Hexafluronium,Risperidone,DB00941,DB00734
2908,Hexafluronium,Meclizine,DB00941,DB00737
2909,Hexafluronium,Riluzole,DB00941,DB00740
2910,Hexafluronium,Carbinoxamine,DB00941,DB00748
2911,Hexafluronium,Tranylcypromine,DB00941,DB00752
2912,Hexafluronium,Ethotoin,DB00941,DB00754
2913,Hexafluronium,Dolasetron,DB00941,DB00757
2914,Hexafluronium,Oxcarbazepine,DB00941,DB00776
2915,Hexafluronium,Phenelzine,DB00941,DB00780
2916,Hexafluronium,Halazepam,DB00941,DB00801
2917,Hexafluronium,Propofol,DB00941,DB00818
2918,Hexafluronium,Acetazolamide,DB00941,DB00819
2919,Hexafluronium,Diazepam,DB00941,DB00829
2920,Hexafluronium,Trifluoperazine,DB00941,DB00831
2921,Hexafluronium,Phensuximide,DB00941,DB00832
2922,Hexafluronium,Progabide,DB00941,DB00837
2923,Hexafluronium,Oxazepam,DB00941,DB00842
2924,Hexafluronium,Perphenazine,DB00941,DB00850
2925,Hexafluronium,Benzphetamine,DB00941,DB00865
2926,Hexafluronium,Alprenolol,DB00941,DB00866
2927,Hexafluronium,Granisetron,DB00941,DB00889
2928,Hexafluronium,Triazolam,DB00941,DB00897
2929,Hexafluronium,Ondansetron,DB00941,DB00904
2930,Hexafluronium,Tiagabine,DB00941,DB00906
2931,Hexafluronium,Zonisamide,DB00941,DB00909
2932,Hexafluronium,Almotriptan,DB00941,DB00918
2933,Hexafluronium,Mesoridazine,DB00941,DB00933
2934,Hexafluronium,Diethylpropion,DB00941,DB00937
2935,Hexafluronium,Felbamate,DB00941,DB00949
2936,Hexafluronium,Naratriptan,DB00941,DB00952
2937,Hexafluronium,Rizatriptan,DB00941,DB00953
2938,Hexafluronium,Pindolol,DB00941,DB00960
2939,Hexafluronium,Zaleplon,DB00941,DB00962
2940,Hexafluronium,Alosetron,DB00941,DB00969
2941,Hexafluronium,Ramelteon,DB00941,DB00980
2942,Hexafluronium,Dimenhydrinate,DB00941,DB00985
2943,Hexafluronium,Gabapentin,DB00941,DB00996
2944,Hexafluronium,Frovatriptan,DB00941,DB00998
2945,Hexafluronium,Guanfacine,DB00941,DB01018
2946,Hexafluronium,Methoxyflurane,DB00941,DB01028
2947,Hexafluronium,Selegiline,DB00941,DB01037
2948,Hexafluronium,Ergoloid mesylate,DB00941,DB01049
2949,Hexafluronium,Acetophenazine,DB00941,DB01063
2950,Hexafluronium,Melatonin,DB00941,DB01065
2951,Hexafluronium,Clonazepam,DB00941,DB01068
2952,Hexafluronium,Vigabatrin,DB00941,DB01080
2953,Hexafluronium,Pimozide,DB00941,DB01100
2954,Hexafluronium,Methyprylon,DB00941,DB01107
2955,Hexafluronium,Chlorpheniramine,DB00941,DB01114
2956,Hexafluronium,Phenacemide,DB00941,DB01121
2957,Hexafluronium,Thiamylal,DB00941,DB01154
2958,Hexafluronium,Bupropion,DB00941,DB01156
2959,Hexafluronium,Halothane,DB00941,DB01159
2960,Hexafluronium,Procarbazine,DB00941,DB01168
2961,Hexafluronium,Moclobemide,DB00941,DB01171
2962,Hexafluronium,Cyclizine,DB00941,DB01176
2963,Hexafluronium,Chlormezanone,DB00941,DB01178
2964,Hexafluronium,Pergolide,DB00941,DB01186
2965,Hexafluronium,Desflurane,DB00941,DB01189
2966,Hexafluronium,Bromocriptine,DB00941,DB01200
2967,Hexafluronium,Levetiracetam,DB00941,DB01202
2968,Hexafluronium,Estazolam,DB00941,DB01215
2969,Hexafluronium,Dantrolene,DB00941,DB01219
2970,Hexafluronium,Levodopa,DB00941,DB01235
2971,Hexafluronium,Sevoflurane,DB00941,DB01236
2972,Hexafluronium,Clomipramine,DB00941,DB01242
2973,Hexafluronium,Alimemazine,DB00941,DB01246
2974,Hexafluronium,Isocarboxazid,DB00941,DB01247
2975,Hexafluronium,Ergometrine,DB00941,DB01253
2976,Hexafluronium,Paliperidone,DB00941,DB01267
2977,Hexafluronium,Fosphenytoin,DB00941,DB01320
2978,Hexafluronium,St. John's Wort,DB00941,DB01323
2979,Hexafluronium,Lithium cation,DB00941,DB01356
2980,Hexafluronium,Penbutolol,DB00941,DB01359
2981,Hexafluronium,Rasagiline,DB00941,DB01367
2982,Hexafluronium,Yohimbine,DB00941,DB01392
2983,Hexafluronium,Glutethimide,DB00941,DB01437
2984,Hexafluronium,gamma-Hydroxybutyric acid,DB00941,DB01440
2985,Hexafluronium,MMDA,DB00941,DB01442
2986,Hexafluronium,Bufotenine,DB00941,DB01445
2987,Hexafluronium,Fencamfamin,DB00941,DB01463
2988,Hexafluronium,4-Methoxyamphetamine,DB00941,DB01472
2989,Hexafluronium,Dimethyltryptamine,DB00941,DB01488
2990,Hexafluronium,Flunitrazepam,DB00941,DB01544
2991,Hexafluronium,Bromazepam,DB00941,DB01558
2992,Hexafluronium,Clotiazepam,DB00941,DB01559
2993,Hexafluronium,Fludiazepam,DB00941,DB01567
2994,Hexafluronium,Metamfetamine,DB00941,DB01577
2995,Hexafluronium,Oxprenolol,DB00941,DB01580
2996,Hexafluronium,Ketazolam,DB00941,DB01587
2997,Hexafluronium,Prazepam,DB00941,DB01588
2998,Hexafluronium,Quazepam,DB00941,DB01589
2999,Hexafluronium,Cinolazepam,DB00941,DB01594
3000,Hexafluronium,Nitrazepam,DB00941,DB01595
3001,Hexafluronium,Periciazine,DB00941,DB01608
3002,Hexafluronium,Acepromazine,DB00941,DB01614
3003,Hexafluronium,Aceprometazine,DB00941,DB01615
3004,Hexafluronium,Alverine,DB00941,DB01616
3005,Hexafluronium,Molindone,DB00941,DB01618
3006,Hexafluronium,Pipotiazine,DB00941,DB01621
3007,Hexafluronium,Thioproperazine,DB00941,DB01622
3008,Hexafluronium,Thiothixene,DB00941,DB01623
3009,Hexafluronium,Zuclopenthixol,DB00941,DB01624
3010,Hexafluronium,Pargyline,DB00941,DB01626
3011,Hexafluronium,Rolipram,DB00941,DB01954
3012,Hexafluronium,7-Nitroindazole,DB00941,DB02207
3013,Hexafluronium,S-Ethylisothiourea,DB00941,DB02234
3014,Hexafluronium,Domoic Acid,DB00941,DB02852
3015,Hexafluronium,Phencyclidine,DB00941,DB03575
3016,Hexafluronium,Phenethylamine,DB00941,DB04325
3017,Hexafluronium,Aniracetam,DB00941,DB04599
3018,Hexafluronium,Iproniazid,DB00941,DB04818
3019,Hexafluronium,Nialamide,DB00941,DB04820
3020,Hexafluronium,Nomifensine,DB00941,DB04821
3021,Hexafluronium,Urethane,DB00941,DB04827
3022,Hexafluronium,Lysergic acid diethylamide,DB00941,DB04829
3023,Hexafluronium,Methaqualone,DB00941,DB04833
3024,Hexafluronium,Amineptine,DB00941,DB04836
3025,Hexafluronium,Flunarizine,DB00941,DB04841
3026,Hexafluronium,Fluspirilene,DB00941,DB04842
3027,Hexafluronium,Lorcaserin,DB00941,DB04871
3028,Hexafluronium,Osanetant,DB00941,DB04872
3029,Hexafluronium,Cilansetron,DB00941,DB04885
3030,Hexafluronium,Bifeprunox,DB00941,DB04888
3031,Hexafluronium,Pagoclone,DB00941,DB04903
3032,Hexafluronium,Flibanserin,DB00941,DB04908
3033,Hexafluronium,Renzapride,DB00941,DB04917
3034,Hexafluronium,Iloperidone,DB00941,DB04946
3035,Hexafluronium,Ezogabine,DB00941,DB04953
3036,Hexafluronium,APD791,DB00941,DB05227
3037,Hexafluronium,Tetrodotoxin,DB00941,DB05232
3038,Hexafluronium,Methsuximide,DB00941,DB05246
3039,Hexafluronium,BL-1020,DB00941,DB05687
3040,Hexafluronium,Cariprazine,DB00941,DB06016
3041,Hexafluronium,Lumateperone,DB00941,DB06077
3042,Hexafluronium,Sertindole,DB00941,DB06144
3043,Hexafluronium,Mianserin,DB00941,DB06148
3044,Hexafluronium,Asenapine,DB00941,DB06216
3045,Hexafluronium,Lacosamide,DB00941,DB06218
3046,Hexafluronium,Levocetirizine,DB00941,DB06282
3047,Hexafluronium,Amisulpride,DB00941,DB06288
3048,Hexafluronium,Deramciclane,DB00941,DB06512
3049,Hexafluronium,Gaboxadol,DB00941,DB06554
3050,Hexafluronium,Adipiplon,DB00941,DB06579
3051,Hexafluronium,Agomelatine,DB00941,DB06594
3052,Hexafluronium,Safinamide,DB00941,DB06654
3053,Hexafluronium,Esmirtazapine,DB00941,DB06678
3054,Hexafluronium,Vilazodone,DB00941,DB06684
3055,Hexafluronium,Mepyramine,DB00941,DB06691
3056,Hexafluronium,Dexmethylphenidate,DB00941,DB06701
3057,Hexafluronium,Fospropofol,DB00941,DB06716
3058,Hexafluronium,Benzyl alcohol,DB00941,DB06770
3059,Hexafluronium,Sulthiame,DB00941,DB08329
3060,Hexafluronium,Cinitapride,DB00941,DB08810
3061,Hexafluronium,Tofisopam,DB00941,DB08811
3062,Hexafluronium,Lurasidone,DB00941,DB08815
3063,Hexafluronium,Gabapentin enacarbil,DB00941,DB08872
3064,Hexafluronium,Arbaclofen Placarbil,DB00941,DB08892
3065,Hexafluronium,Pomalidomide,DB00941,DB08910
3066,Hexafluronium,Amperozide,DB00941,DB08927
3067,Hexafluronium,Ifenprodil,DB00941,DB08954
3068,Hexafluronium,Dimetacrine,DB00941,DB08996
3069,Hexafluronium,Captodiame,DB00941,DB09014
3070,Hexafluronium,Butriptyline,DB00941,DB09016
3071,Hexafluronium,Vortioxetine,DB00941,DB09068
3072,Hexafluronium,Tasimelteon,DB00941,DB09071
3073,Hexafluronium,Stiripentol,DB00941,DB09118
3074,Hexafluronium,Eslicarbazepine acetate,DB00941,DB09119
3075,Hexafluronium,Brexpiprazole,DB00941,DB09128
3076,Hexafluronium,Methylene blue,DB00941,DB09241
3077,Hexafluronium,Thiocolchicoside,DB00941,DB11582
3078,Hexafluronium,Tropisetron,DB00941,DB11699
3079,Hexafluronium,Tiapride,DB00941,DB13025
3080,Hexafluronium,Epinastine,DB00941,DB00751
3081,Hexafluronium,Bupivacaine,DB00941,DB00297
3082,Hexafluronium,Benzocaine,DB00941,DB01086
3083,Hexafluronium,Mepivacaine,DB00941,DB00961
3084,Hexafluronium,Tetracaine,DB00941,DB09085
3085,Hexafluronium,Lidocaine,DB00941,DB00281
3086,Hexafluronium,Buspirone,DB00941,DB00490
3087,Hexafluronium,Prilocaine,DB00941,DB00750
3088,Hexafluronium,Levobupivacaine,DB00941,DB01002
3089,Hexafluronium,Ropivacaine,DB00941,DB00296
3090,Hexafluronium,Fluticasone propionate,DB00941,DB00588
3091,Hexafluronium,Flunisolide,DB00941,DB00180
3092,Hexafluronium,Beclomethasone dipropionate,DB00941,DB00394
3093,Hexafluronium,Betamethasone,DB00941,DB00443
3094,Hexafluronium,Fluocinolone acetonide,DB00941,DB00591
3095,Hexafluronium,Triamcinolone,DB00941,DB00620
3096,Hexafluronium,Prednisone,DB00941,DB00635
3097,Hexafluronium,Fludrocortisone,DB00941,DB00687
3098,Hexafluronium,Hydrocortisone,DB00941,DB00741
3099,Hexafluronium,Prednisolone,DB00941,DB00860
3100,Hexafluronium,Methylprednisolone,DB00941,DB00959
3101,Hexafluronium,Trilostane,DB00941,DB01108
3102,Hexafluronium,Budesonide,DB00941,DB01222
3103,Hexafluronium,Dexamethasone,DB00941,DB01234
3104,Hexafluronium,Corticotropin,DB00941,DB01285
3105,Hexafluronium,Cortisone acetate,DB00941,DB01380
3106,Hexafluronium,Paramethasone,DB00941,DB01384
3107,Hexafluronium,Ciclesonide,DB00941,DB01410
3108,Hexafluronium,Aldosterone,DB00941,DB04630
3109,Hexafluronium,Fluticasone furoate,DB00941,DB08906
3110,Hexafluronium,Deflazacort,DB00941,DB11921
3111,Hexafluronium,Clobetasol propionate,DB00941,DB01013
3112,Hexafluronium,Fluocinonide,DB00941,DB01047
3113,Hexafluronium,Desoximetasone,DB00941,DB00547
3114,Hexafluronium,Mometasone,DB00941,DB00764
3115,Hexafluronium,Fluorometholone,DB00941,DB00324
3116,Hexafluronium,Flumethasone,DB00941,DB00663
3117,Hexafluronium,Pregabalin,DB00941,DB00230
3118,Hexafluronium,Lofexidine,DB00941,DB04948
3119,Hexafluronium,Lubiprostone,DB00941,DB01046
3120,Hexafluronium,Tegaserod,DB00941,DB01079
3121,Hexafluronium,Magnesium cation,DB00941,DB01378
3122,Hexafluronium,Dantron,DB00941,DB04816
3123,Hexafluronium,Phenolphthalein,DB00941,DB04824
3124,Hexafluronium,Linaclotide,DB00941,DB08890
3125,Hexafluronium,Glycerin,DB00941,DB09462
3126,Hexafluronium,Plecanatide,DB00941,DB13170
3127,Hexafluronium,Prucalopride,DB00941,DB06480
3128,Hexafluronium,SLV319,DB00941,DB05077
3129,Hexafluronium,Rimonabant,DB00941,DB06155
3130,Hexafluronium,Loratadine,DB00941,DB00455
3131,Hexafluronium,Eluxadoline,DB00941,DB09272
3132,Hexafluronium,Carisoprodol,DB00941,DB00395
3133,Hexafluronium,Eszopiclone,DB00941,DB00402
3134,Hexafluronium,Clonidine,DB00941,DB00575
3135,Hexafluronium,Cyclobenzaprine,DB00941,DB00924
3136,Hexafluronium,Metoclopramide,DB00941,DB01233
3137,Hexafluronium,Tramadol,DB00941,DB00193
3138,Hexafluronium,Ziprasidone,DB00941,DB00246
3139,Hexafluronium,Haloperidol,DB00941,DB00502
3140,Hexafluronium,Fluoxetine,DB00941,DB00472
3141,Hexafluronium,Methacholine,DB00941,DB06709
