id,dtype,protein_id,nhprotein_id,name,did,evidence,zscore,conf,description,reference,drug_name,log2foldchange,pvalue,score,source,O2S,S2O,mondoid,doid,name,def
235650,Expression Atlas,10120,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.162,1.34E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235651,Expression Atlas,158,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.866,7.17E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235652,Expression Atlas,9207,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.225,2.83E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235653,Expression Atlas,18120,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.689,3.33E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235654,Expression Atlas,19717,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.414,7.56E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235655,Expression Atlas,2786,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.476,6.85E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235656,Expression Atlas,16436,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.16,2.24E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235657,Expression Atlas,18822,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.643,1.23E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235658,Expression Atlas,3322,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.229,1.10E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235659,Expression Atlas,15819,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.572,1.92E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235660,Expression Atlas,15809,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.674,1.49E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235661,Expression Atlas,8820,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.373,2.26E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235662,Expression Atlas,18127,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.679,1.11E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235663,Expression Atlas,8831,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.021,0.001605404,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235664,Expression Atlas,5969,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.661,8.03E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235665,Expression Atlas,1478,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.228,1.06E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235666,Expression Atlas,17312,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.06,4.21E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235667,Expression Atlas,18207,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.203,3.20E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235668,Expression Atlas,7681,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.849,1.11E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235669,Expression Atlas,19179,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.246,3.02E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235670,Expression Atlas,263,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.378,2.35E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235671,Expression Atlas,1848,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.025,2.92E-13,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235672,Expression Atlas,9109,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.135,1.07E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235673,Expression Atlas,3665,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.765,0.001675463,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235674,Expression Atlas,12070,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.464,5.22E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235675,Expression Atlas,6996,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.002,2.51E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235676,Expression Atlas,14590,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.015,9.59E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235677,Expression Atlas,14110,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.047,8.69E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235678,Expression Atlas,19881,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.513,9.40E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235679,Expression Atlas,13985,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.793,3.11E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235680,Expression Atlas,15357,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.461,4.13E-11,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235681,Expression Atlas,12989,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.942,5.66E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235682,Expression Atlas,6970,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.201,2.40E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235683,Expression Atlas,2777,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.043,6.11E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235684,Expression Atlas,19551,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.107,1.70E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235685,Expression Atlas,7974,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.614,1.92E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235686,Expression Atlas,15125,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.448,6.10E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235687,Expression Atlas,17260,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.171,4.03E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235688,Expression Atlas,10544,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.046,1.01E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235689,Expression Atlas,12714,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.767,4.83E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235690,Expression Atlas,9439,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.719,4.91E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235691,Expression Atlas,13341,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.005,1.84E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235692,Expression Atlas,4160,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.944,5.01E-11,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235693,Expression Atlas,219,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.125,2.10E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235694,Expression Atlas,13813,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.161,1.68E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235695,Expression Atlas,5862,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.665,1.21E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235696,Expression Atlas,18124,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.319,2.19E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235697,Expression Atlas,8933,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.708,6.28E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235698,Expression Atlas,19107,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.031,2.56E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235699,Expression Atlas,5456,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.259,4.21E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235700,Expression Atlas,2291,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.084,8.14E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235701,Expression Atlas,6603,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.757,1.06E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235702,Expression Atlas,6044,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.06,2.45E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235703,Expression Atlas,15432,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.435,1.92E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235704,Expression Atlas,14101,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.441,4.79E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235705,Expression Atlas,10569,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.203,2.53E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235706,Expression Atlas,13007,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.102,3.23E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235707,Expression Atlas,10106,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.119,8.27E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235708,Expression Atlas,20196,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.254,6.89E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235709,Expression Atlas,5668,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.016,0.000114639,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235710,Expression Atlas,17560,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.109,0.000396325,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235711,Expression Atlas,6841,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.754,2.12E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235712,Expression Atlas,6998,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.199,5.29E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235713,Expression Atlas,6547,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.09,3.90E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235714,Expression Atlas,17778,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.06,4.34E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235715,Expression Atlas,9114,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.091,3.87E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
